LEVEL1,LEVEL2,LEVEL3,LEVEL4,TOOLTIP,SOURCE,SOURCE URL,2012,2013,2014,2015,2016,2017,LEVEL
General Fund,Budget & Management Services,Employee Benefits,Health Insurance Increment,,,,-7778,-14154,-9843,-2965,-4553,5342,4
General Fund,Budget & Management Services,Employee Benefits,Medicare,,,,12730,14353,18071,18906,13228,14655,4
General Fund,Budget & Management Services,Employee Benefits,Medicare Temp,,,,,1336,866,431,142,134,4
General Fund,Budget & Management Services,Employee Benefits,Retirement,,,,65709,66718,88202,92304,63858,73274,4
General Fund,Budget & Management Services,Employee Benefits,Social Security,,,,54430,61372,77269,80838,56559,62662,4
General Fund,Budget & Management Services,Employee Benefits,Supplemental Retirement,,,,28460,19797,23627,34962,21680,23325,4
General Fund,Budget & Management Services,Employee Benefits Total,,,,,236970,249044,334750,344547,217625,258781,3
General Fund,Budget & Management Services,Miscellaneous,Licenses/Dues & Publications,,,,3000,4190,4500,13850,13850,13850,4
General Fund,Budget & Management Services,Miscellaneous,Mileage Reimb,,,,600,100,1000,1000,1000,1000,4
General Fund,Budget & Management Services,Miscellaneous,Postage - Dept Charges,,,,,,,700,700,700,4
General Fund,Budget & Management Services,Miscellaneous,Records Storage Retention Svcs,,,,,1300,1300,1300,1300,,4
General Fund,Budget & Management Services,Miscellaneous,Row Misc - Direct Exp,,,,1000,1000,,,,,4
General Fund,Budget & Management Services,Miscellaneous,Training & Travel & Reg,,,,4400,10500,11500,21500,19000,19000,4
General Fund,Budget & Management Services,Miscellaneous Total,,,,,9000,17090,18300,38350,35850,34550,3
General Fund,Budget & Management Services,Other Expense,To ISF-Prop/Liab Claims,,,,,,1575,,,,4
General Fund,Budget & Management Services,Other Expense,To ISF-Prop/Liab Premium,,,,,,1035,,,,4
General Fund,Budget & Management Services,Other Expense,To Isf-Sir Workers Comp,,,,8119,6733,7571,,,,4
General Fund,Budget & Management Services,Other Expense,To ISF-WC Excess Premium,,,,,,527,,,,4
General Fund,Budget & Management Services,Other Expense Total,,,,,8119,6733,10708,,,,3
General Fund,Budget & Management Services,Salaries and Wages,Earnings Offset,,,,-5588,,,,,,4
General Fund,Budget & Management Services,Salaries and Wages,Expense Allowance,,,,12971,25530,4681,4681,4681,4176,4
General Fund,Budget & Management Services,Salaries and Wages,Longevity,,,,17595,15979,13328,13012,6660,5610,4
General Fund,Budget & Management Services,Salaries and Wages,Merit Increase,,,,5588,23,54,64,,,4
General Fund,Budget & Management Services,Salaries and Wages,Range Increase,,,,41,23,54,64,,,4
General Fund,Budget & Management Services,Salaries and Wages,Salaries-Ft,,,,925467,973843,1232855,1290694,905594,1005060,4
General Fund,Budget & Management Services,Salaries and Wages,Salaries-Pt Temp/Seasonal,,,,52500,83400,55000,25000,5050,5050,4
General Fund,Budget & Management Services,Salaries and Wages,Salary Reserve,,,,9069,,,,,,4
General Fund,Budget & Management Services,Salaries and Wages Total,,,,,1017643,1098798,1305972,1333515,921985,1019896,3
General Fund,Budget & Management Services Total,,,,,,1316701,1396620,1708096,1826607,1386655,1526227,2
General Fund,Building & Safety Services,Capital Equipment,Office Furniture & Equip,,,,,,,,,25000,4
General Fund,Building & Safety Services,Capital Equipment Total,,,,,,,,,,25000,3
General Fund,Building & Safety Services,Direct Expenses,Cellular/Wireless Voice Lines,,,,,,,,,27242,4
General Fund,Building & Safety Services,Direct Expenses,Computer Lease,,,,,,,,,32261,4
General Fund,Building & Safety Services,Direct Expenses,Computer Operatingions & Access,,,,,,,,,73680,4
General Fund,Building & Safety Services,Direct Expenses,Contractual Svcs-Other,,,,,,,,,41773,4
General Fund,Building & Safety Services,Direct Expenses,Copier Maintenance/Impressions,,,,,,,,,14200,4
General Fund,Building & Safety Services,Direct Expenses,Equipment Usage Charge,,,,,,,,,199317,4
General Fund,Building & Safety Services,Direct Expenses,Motor Fuels & Lubricants,,,,,,,,,136355,4
General Fund,Building & Safety Services,Direct Expenses,Office Supplies,,,,,,,,,4300,4
General Fund,Building & Safety Services,Direct Expenses,Operatingional & Maint Supplies,,,,,,,,,15550,4
General Fund,Building & Safety Services,Direct Expenses,Photocopy Maint,,,,,,,,,6000,4
General Fund,Building & Safety Services,Direct Expenses,Print Copy-Rmb,,,,,,,,,1500,4
General Fund,Building & Safety Services,Direct Expenses,Rental-Real Property,,,,,,,,,130640,4
General Fund,Building & Safety Services,Direct Expenses,Service Contracts-Other,,,,,,,,,2425,4
General Fund,Building & Safety Services,Direct Expenses,Small Equipment,,,,,,,,,18050,4
General Fund,Building & Safety Services,Direct Expenses,Uniforms,,,,,,,,,45300,4
General Fund,Building & Safety Services,Direct Expenses,Vehicle Maint & Operatingion,,,,,,,,,88723,4
General Fund,Building & Safety Services,Direct Expenses,Wan Data Line,,,,,,,,,3000,4
General Fund,Building & Safety Services,Direct Expenses,Wireless Data Comm,,,,,,,,,20515,4
General Fund,Building & Safety Services,Direct Expenses Total,,,,,,,,,,860830,3
General Fund,Building & Safety Services,Employee Benefits,Dental Insurance,,,,,,,,,48550,4
General Fund,Building & Safety Services,Employee Benefits,FICA Temp,,,,,,,,,1990,4
General Fund,Building & Safety Services,Employee Benefits,Group Life Ad & Di,,,,,,,,,4001,4
General Fund,Building & Safety Services,Employee Benefits,Health Insurance,,,,,,,,,565056,4
General Fund,Building & Safety Services,Employee Benefits,Health Insurance Increment,,,,,,,,,40749,4
General Fund,Building & Safety Services,Employee Benefits,Medicare,,,,,,,,,64453,4
General Fund,Building & Safety Services,Employee Benefits,Medicare Temp,,,,,,,,,465,4
General Fund,Building & Safety Services,Employee Benefits,Retirement,,,,,,,,,322104,4
General Fund,Building & Safety Services,Employee Benefits,Retirement Temp,,,,,,,,,1628,4
General Fund,Building & Safety Services,Employee Benefits,Social Security,,,,,,,,,275593,4
General Fund,Building & Safety Services,Employee Benefits,Supplemental Retirement,,,,,,,,,98842,4
General Fund,Building & Safety Services,Employee Benefits Total,,,,,,,,,,1423432,3
General Fund,Building & Safety Services,Miscellaneous,Licenses/Dues & Publications,,,,,,,,,13000,4
General Fund,Building & Safety Services,Miscellaneous,Mileage Reimb,,,,,,,,,500,4
General Fund,Building & Safety Services,Miscellaneous,Organization Dev & Training,,,,,,,,,20000,4
General Fund,Building & Safety Services,Miscellaneous,Postage - Dept Charges,,,,,,,,,10000,4
General Fund,Building & Safety Services,Miscellaneous,Records Storage Retention Svcs,,,,,,,,,8000,4
General Fund,Building & Safety Services,Miscellaneous,Training & Travel & Reg,,,,,,,,,44840,4
General Fund,Building & Safety Services,Miscellaneous Total,,,,,,,,,,96340,3
General Fund,Building & Safety Services,Other Expense,To ISF-Prop/Liab Claims,,,,,,,,,9820,4
General Fund,Building & Safety Services,Other Expense,To ISF-Prop/Liab Premium,,,,,,,,,8254,4
General Fund,Building & Safety Services,Other Expense,To Isf-Sir Workers Comp,,,,,,,,,82558,4
General Fund,Building & Safety Services,Other Expense,To ISF-WC Excess Premium,,,,,,,,,7219,4
General Fund,Building & Safety Services,Other Expense Total,,,,,,,,,,107851,3
General Fund,Building & Safety Services,Salaries and Wages,Expense Allowance,,,,,,,,,600,4
General Fund,Building & Safety Services,Salaries and Wages,Incentive Pay,,,,,,,,,2000,4
General Fund,Building & Safety Services,Salaries and Wages,Longevity,,,,,,,,,57138,4
General Fund,Building & Safety Services,Salaries and Wages,Salaries-Ft,,,,,,,,,4388789,4
General Fund,Building & Safety Services,Salaries and Wages,Salaries-Ot For Ft Staff,,,,,,,,,57000,4
General Fund,Building & Safety Services,Salaries and Wages,Salaries-Pt Temp/Seasonal,,,,,,,,,10100,4
General Fund,Building & Safety Services,Salaries and Wages Total,,,,,,,,,,4515627,3
General Fund,Building & Safety Services Total,,,,,,,,,,,7029080,2
General Fund,City Attorney,Capital Equipment,Office Furniture & Equip,,,,2000,2000,2000,2000,2000,14745,4
General Fund,City Attorney,Capital Equipment Total,,,,,2000,2000,2000,2000,2000,14745,3
General Fund,City Attorney,Capital Project Expense,Const Renovation,,,,,,,,25000,,4
General Fund,City Attorney,Capital Project Expense Total,,,,,,,,,25000,,3
General Fund,City Attorney,Direct Expenses,Cable Tv Services,,,,100,200,200,200,200,200,4
General Fund,City Attorney,Direct Expenses,Computer Lease,,,,14000,11493,8094,9000,9450,11000,4
General Fund,City Attorney,Direct Expenses,Computer Operatingions & Access,,,,1940,2000,2000,2000,2000,2000,4
General Fund,City Attorney,Direct Expenses,Copier Maintenance/Impressions,,,,,5000,5000,4410,5410,6410,4
General Fund,City Attorney,Direct Expenses,Legal Services,,,,45000,45000,45000,30000,30000,30000,4
General Fund,City Attorney,Direct Expenses,Office Supplies,,,,9000,9000,9000,9000,9000,11000,4
General Fund,City Attorney,Direct Expenses,Operatingional & Maint Supplies,,,,11329,500,500,500,500,500,4
General Fund,City Attorney,Direct Expenses,Photocopy Maint,,,,6000,2870,7761,3650,3650,4650,4
General Fund,City Attorney,Direct Expenses,Print Copy-Rmb,,,,5831,5831,5831,5831,4831,4831,4
General Fund,City Attorney,Direct Expenses,Professional Svcs-Other,,,,60000,60000,60000,135000,163000,197000,4
General Fund,City Attorney,Direct Expenses,Repairs-Office Equip,,,,1500,1500,1500,1500,1500,3000,4
General Fund,City Attorney,Direct Expenses,Telephone/Comm (Hard Lines),,,,600,600,600,600,1000,1000,4
General Fund,City Attorney,Direct Expenses,Wireless Data Comm,,,,8252,6584,2712,2986,2986,2986,4
General Fund,City Attorney,Direct Expenses Total,,,,,163552,150578,148198,204677,233527,274577,3
General Fund,City Attorney,Employee Benefits,457 Plan Offset,,,,-14990,,,,,,4
General Fund,City Attorney,Employee Benefits,Dental Insurance,,,,7861,10219,10356,10744,14896,14447,4
General Fund,City Attorney,Employee Benefits,Dental Insurance Increment,,,,,204,,,-1196,,4
General Fund,City Attorney,Employee Benefits,FICA Temp,,,,1066,1066,7886,6026,6082,6082,4
General Fund,City Attorney,Employee Benefits,Group Life Ad & Di,,,,1569,1652,1743,1787,1937,2022,4
General Fund,City Attorney,Employee Benefits,Health Insurance,,,,141833,175666,175284,149736,183933,176625,4
General Fund,City Attorney,Employee Benefits,Health Insurance Increment,,,,-12826,-28400,-23222,-8909,-13290,13070,4
General Fund,City Attorney,Employee Benefits,Medicare,,,,25278,26622,28085,28792,31210,32571,4
General Fund,City Attorney,Employee Benefits,Medicare Temp,,,,249,249,1844,1409,1422,1422,4
General Fund,City Attorney,Employee Benefits,Retirement,,,,120635,124658,138334,140384,150739,162857,4
General Fund,City Attorney,Employee Benefits,Social Security,,,,107601,113345,119266,122017,132371,137277,4
General Fund,City Attorney,Employee Benefits,Supplemental Retirement,,,,77516,64228,67546,83767,77139,76962,4
General Fund,City Attorney,Employee Benefits Total,,,,,455792,489509,527122,535753,585243,623336,3
General Fund,City Attorney,Miscellaneous,Advertising,,,,,,,,,2000,4
General Fund,City Attorney,Miscellaneous,Licenses/Dues & Publications,,,,65000,67000,67000,67000,67000,76500,4
General Fund,City Attorney,Miscellaneous,Mileage Reimb,,,,500,600,600,600,600,600,4
General Fund,City Attorney,Miscellaneous,Postage,,,,300,400,400,1000,1000,2000,4
General Fund,City Attorney,Miscellaneous,Postage - Dept Charges,,,,,,,1000,1000,1000,4
General Fund,City Attorney,Miscellaneous,Records Storage Retention Svcs,,,,,6751,6751,15000,21041,21041,4
General Fund,City Attorney,Miscellaneous,Training & Travel & Reg,,,,20000,25000,25000,25000,25000,30000,4
General Fund,City Attorney,Miscellaneous Total,,,,,85800,99751,99751,109600,115641,133141,3
General Fund,City Attorney,Other Expense,To ISF-Prop/Liab Claims,,,,,,2940,,,,4
General Fund,City Attorney,Other Expense,To ISF-Prop/Liab Premium,,,,,,1622,,,,4
General Fund,City Attorney,Other Expense,To Isf-Sir Workers Comp,,,,13900,11614,13159,,,,4
General Fund,City Attorney,Other Expense,To ISF-WC Excess Premium,,,,,,916,,,,4
General Fund,City Attorney,Other Expense Total,,,,,13900,11614,18637,,,,3
General Fund,City Attorney,Salaries and Wages,Earnings Offset,,,,-7396,,,2216,,,4
General Fund,City Attorney,Salaries and Wages,Expense Allowance,,,,7200,7200,7200,7200,7200,7200,4
General Fund,City Attorney,Salaries and Wages,Longevity,,,,32499,33817,26875,27764,32528,34556,4
General Fund,City Attorney,Salaries and Wages,Merit Increase,,,,7396,71,122,147,,,4
General Fund,City Attorney,Salaries and Wages,Range Increase,,,,77,71,122,147,,,4
General Fund,City Attorney,Salaries and Wages,Salaries-Ft,,,,1703356,1802014,1909767,1957570,2119869,2211746,4
General Fund,City Attorney,Salaries and Wages,Salaries-Pt Temp/Seasonal,,,,10000,10000,90000,90000,90900,90900,4
General Fund,City Attorney,Salaries and Wages,Salary Reserve,,,,,,,50000,50000,50000,4
General Fund,City Attorney,Salaries and Wages Total,,,,,1753132,1853173,2034086,2135044,2300497,2394403,3
General Fund,City Attorney Total,,,,,,2474176,2606625,2829794,2987074,3261908,3440202,2
General Fund,City Clerk,Capital Equipment,Office Furniture & Equip,,,,2000,2000,2000,2000,2000,2000,4
General Fund,City Clerk,Capital Equipment Total,,,,,2000,2000,2000,2000,2000,2000,3
General Fund,City Clerk,Direct Expenses,City Code Contract,,,,25000,25000,25000,15000,15000,20000,4
General Fund,City Clerk,Direct Expenses,Computer Lease,,,,3400,3400,3400,2806,2986,3200,4
General Fund,City Clerk,Direct Expenses,Computer Operatingions & Access,,,,4500,4500,4500,4500,4500,8600,4
General Fund,City Clerk,Direct Expenses,Contractual Svcs-Other,,,,26595,26595,26600,20000,20000,20000,4
General Fund,City Clerk,Direct Expenses,Copier Maintenance/Impressions,,,,,4025,5067,5067,5067,5067,4
General Fund,City Clerk,Direct Expenses,Office Supplies,,,,4200,4200,4200,4200,4200,4200,4
General Fund,City Clerk,Direct Expenses,Photocopy Maint,,,,16755,2750,2980,2980,2980,2980,4
General Fund,City Clerk,Direct Expenses,Print Copy-Rmb,,,,18045,18045,18100,12000,12000,15000,4
General Fund,City Clerk,Direct Expenses,Repairs-Office Equip,,,,270,270,275,275,275,275,4
General Fund,City Clerk,Direct Expenses Total,,,,,98765,88785,90122,66828,67008,79322,3
General Fund,City Clerk,Employee Benefits,457 Plan Offset,,,,-2743,,,,,,4
General Fund,City Clerk,Employee Benefits,Dental Insurance,,,,1979,1840,1785,1903,2187,2741,4
General Fund,City Clerk,Employee Benefits,Dental Insurance Increment,,,,,37,,,-182,,4
General Fund,City Clerk,Employee Benefits,FICA Temp,,,,771,771,776,776,776,776,4
General Fund,City Clerk,Employee Benefits,Group Life Ad & Di,,,,284,278,288,287,296,337,4
General Fund,City Clerk,Employee Benefits,Health Insurance,,,,37310,30112,29700,28392,30600,37848,4
General Fund,City Clerk,Employee Benefits,Health Insurance Increment,,,,-3374,-4869,-4125,-1689,-2301,2801,4
General Fund,City Clerk,Employee Benefits,Medicare,,,,4580,4477,4642,4631,4761,5437,4
General Fund,City Clerk,Employee Benefits,Medicare Temp,,,,180,180,181,181,181,181,4
General Fund,City Clerk,Employee Benefits,Retirement,,,,21731,20810,22634,22579,23006,27186,4
General Fund,City Clerk,Employee Benefits,Retirement Temp,,,,571,691,661,682,682,682,4
