LEVEL1,LEVEL2,LEVEL3,LEVEL4,TOOLTIP,SOURCE,SOURCE URL,2012,2013,2014,2015,2016,2017,LEVEL
General Fund,Accounting & Fin Reporting,Adm-Finance,Capital Equipment,,,,,,"4,000","2,000",800,800,4
General Fund,Accounting & Fin Reporting,Adm-Finance,Direct Expenses,,,,"195,977","206,717","224,705","159,900","147,700","145,700",4
General Fund,Accounting & Fin Reporting,Adm-Finance,Employee Benefits,,,,"314,299","294,676","343,468","371,979","313,048","309,532",4
General Fund,Accounting & Fin Reporting,Adm-Finance,Miscellaneous,,,,"10,290","21,517","33,017","30,700","27,900","19,050",4
General Fund,Accounting & Fin Reporting,Adm-Finance,Salaries and Wages,,,,"1,141,066","1,132,138","1,279,020","1,298,827","1,170,617","1,036,800",4
General Fund,Accounting & Fin Reporting,Adm-Finance Total,,,,,"1,661,632","1,655,048","1,884,210","1,863,406","1,660,065","1,511,881",3
General Fund,Accounting & Fin Reporting,Management Accounting-Finance,Direct Expenses,,,,,,,,,"2,550",4
General Fund,Accounting & Fin Reporting,Management Accounting-Finance,Employee Benefits,,,,,,,,"81,303","99,863",4
General Fund,Accounting & Fin Reporting,Management Accounting-Finance,Miscellaneous,,,,,,,,,"4,850",4
General Fund,Accounting & Fin Reporting,Management Accounting-Finance,Salaries and Wages,,,,,,,,"279,866","360,286",4
General Fund,Accounting & Fin Reporting,Management Accounting-Finance Total,,,,,,,,,"361,169","467,549",3
General Fund,Accounting & Fin Reporting Total,,,,,,"1,661,632","1,655,048","1,884,210","1,863,406","2,021,234","1,979,430",2
General Fund,Arts Appropriations,African-American Cultural Fest,Other Expense,,,,,"75,000","75,000","75,000","61,547","48,103",4
General Fund,Arts Appropriations,African-American Cultural Fest Total,,,,,,"75,000","75,000","75,000","61,547","48,103",3
General Fund,Arts Appropriations,Aids Service Agency,Other Expense,,,,"14,000",,,,,,4
General Fund,Arts Appropriations,Aids Service Agency Total,,,,,"14,000",,,,,,3
General Fund,Arts Appropriations,Arts Access,Other Expense,,,,"6,500","8,990","11,551","14,595","16,496",,4
General Fund,Arts Appropriations,Arts Access Total,,,,,"6,500","8,990","11,551","14,595","16,496",,3
General Fund,Arts Appropriations,Arts Commission Programs,Other Expense,,,,"271,829",,,,,,4
General Fund,Arts Appropriations,Arts Commission Programs Total,,,,,"271,829",,,,,,3
General Fund,Arts Appropriations,Arts Funding Rsv,Other Expense,,,,,"16,885",,,,,4
General Fund,Arts Appropriations,Arts Funding Rsv Total,,,,,,"16,885",,,,,3
General Fund,Arts Appropriations,Arts Together,Other Expense,,,,"120,000","99,310","126,300","147,013","150,209",,4
General Fund,Arts Appropriations,Arts Together Total,,,,,"120,000","99,310","126,300","147,013","150,209",,3
General Fund,Arts Appropriations,Artspace,Other Expense,,,,"141,000","120,500","175,000","167,316","171,563",,4
General Fund,Arts Appropriations,Artspace Total,,,,,"141,000","120,500","175,000","167,316","171,563",,3
General Fund,Arts Appropriations,Artsplosure,Other Expense,,,,"145,000","148,400","173,375","175,000","168,319",,4
General Fund,Arts Appropriations,Artsplosure Total,,,,,"145,000","148,400","173,375","175,000","168,319",,3
General Fund,Arts Appropriations,Aventwest Community Dev Corp,Other Expense,,,,"5,000",,,,,,4
General Fund,Arts Appropriations,Aventwest Community Dev Corp Total,,,,,"5,000",,,,,,3
General Fund,Arts Appropriations,Big Brothers/Sisters Of Triang,Other Expense,,,,"8,000",,,,,,4
General Fund,Arts Appropriations,Big Brothers/Sisters Of Triang Total,,,,,"8,000",,,,,,3
General Fund,Arts Appropriations,Boys & Girls Club,Other Expense,,,,"50,000",,,,,,4
General Fund,Arts Appropriations,Boys & Girls Club Total,,,,,"50,000",,,,,,3
General Fund,Arts Appropriations,Burning Coal Theatre Company,Other Expense,,,,"63,000","73,950","99,882","89,762","84,515",,4
General Fund,Arts Appropriations,Burning Coal Theatre Company Total,,,,,"63,000","73,950","99,882","89,762","84,515",,3
General Fund,Arts Appropriations,Carolina Ballet,Other Expense,,,,"250,000","250,000","310,601","250,000","250,000","250,000",4
General Fund,Arts Appropriations,Carolina Ballet Total,,,,,"250,000","250,000","310,601","250,000","250,000","250,000",3
General Fund,Arts Appropriations,Carolina Dance Foundation,Other Expense,,,,,,"10,744",,,,4
General Fund,Arts Appropriations,Carolina Dance Foundation Total,,,,,,,"10,744",,,,3
General Fund,Arts Appropriations,CASA,Other Expense,,,,"89,000",,,,,,4
General Fund,Arts Appropriations,CASA Total,,,,,"89,000",,,,,,3
General Fund,Arts Appropriations,Classical Voice of NC,Other Expense,,,,"9,000","11,190","9,696","11,054","10,416",,4
General Fund,Arts Appropriations,Classical Voice of NC Total,,,,,"9,000","11,190","9,696","11,054","10,416",,3
General Fund,Arts Appropriations,Community Music School,Other Expense,,,,"23,000","23,915","30,260","36,450","38,133",,4
General Fund,Arts Appropriations,Community Music School Total,,,,,"23,000","23,915","30,260","36,450","38,133",,3
General Fund,Arts Appropriations,Community Partnereships,Other Expense,,,,"8,000",,,,,,4
General Fund,Arts Appropriations,Community Partnereships Total,,,,,"8,000",,,,,,3
General Fund,Arts Appropriations,Contemporary Art Foundation,Other Expense,,,,"5,000","90,000","132,653","129,071","113,875",,4
General Fund,Arts Appropriations,Contemporary Art Foundation Total,,,,,"5,000","90,000","132,653","129,071","113,875",,3
General Fund,Arts Appropriations,Dhic,Other Expense,,,,"158,000",,,,,,4
General Fund,Arts Appropriations,Dhic Total,,,,,"158,000",,,,,,3
General Fund,Arts Appropriations,"El Pueblo, Inc.",Other Expense,,,,"12,000","15,000","22,700","24,125","22,670",,4
General Fund,Arts Appropriations,"El Pueblo, Inc. Total",,,,,"12,000","15,000","22,700","24,125","22,670",,3
General Fund,Arts Appropriations,Even Exchange,Other Expense,,,,"5,000",,,,,,4
General Fund,Arts Appropriations,Even Exchange Total,,,,,"5,000",,,,,,3
General Fund,Arts Appropriations,Filling In Gaps,Other Expense,,,,"9,500",,,,,,4
General Fund,Arts Appropriations,Filling In Gaps Total,,,,,"9,500",,,,,,3
General Fund,Arts Appropriations,Hargett St Ywca,Other Expense,,,,"12,500",,,,,,4
General Fund,Arts Appropriations,Hargett St Ywca Total,,,,,"12,500",,,,,,3
General Fund,Arts Appropriations,Haven House,Other Expense,,,,"25,000",,,,,,4
General Fund,Arts Appropriations,Haven House Total,,,,,"25,000",,,,,,3
General Fund,Arts Appropriations,Healing Place,Other Expense,,,,"100,000",,,,,,4
General Fund,Arts Appropriations,Healing Place Total,,,,,"100,000",,,,,,3
General Fund,Arts Appropriations,Hilltop Home,Other Expense,,,,"15,000",,,,,,4
General Fund,Arts Appropriations,Hilltop Home Total,,,,,"15,000",,,,,,3
General Fund,Arts Appropriations,Hospice,Other Expense,,,,"15,000",,,,,,4
General Fund,Arts Appropriations,Hospice Total,,,,,"15,000",,,,,,3
General Fund,Arts Appropriations,Interact,Other Expense,,,,"40,000",,,,,,4
General Fund,Arts Appropriations,Interact Total,,,,,"40,000",,,,,,3
General Fund,Arts Appropriations,Inter-Faith Food Shuttle,Other Expense,,,,"100,000",,,,,,4
General Fund,Arts Appropriations,Inter-Faith Food Shuttle Total,,,,,"100,000",,,,,,3
General Fund,Arts Appropriations,"International Focus, Inc.",Other Expense,,,,"25,000","30,500","50,623","21,027","21,898",,4
General Fund,Arts Appropriations,"International Focus, Inc. Total",,,,,"25,000","30,500","50,623","21,027","21,898",,3
General Fund,Arts Appropriations,Legal Aid of North Carolina,Other Expense,,,,"50,000",,,,,,4
General Fund,Arts Appropriations,Legal Aid of North Carolina Total,,,,,"50,000",,,,,,3
General Fund,Arts Appropriations,Marbles Kids Museum,Other Expense,,,,"10,000","10,000","16,968","14,394","13,880",,4
General Fund,Arts Appropriations,Marbles Kids Museum Total,,,,,"10,000","10,000","16,968","14,394","13,880",,3
General Fund,Arts Appropriations,Mayors Comm On Disabled,Other Expense,,,,"9,000",,,,,,4
General Fund,Arts Appropriations,Mayors Comm On Disabled Total,,,,,"9,000",,,,,,3
General Fund,Arts Appropriations,Meals On Wheels,Other Expense,,,,"27,500",,,,,,4
General Fund,Arts Appropriations,Meals On Wheels Total,,,,,"27,500",,,,,,3
General Fund,Arts Appropriations,N Ral Arts & Creative Theatre,Other Expense,,,,,,,"15,736","20,312",,4
General Fund,Arts Appropriations,N Ral Arts & Creative Theatre Total,,,,,,,,"15,736","20,312",,3
General Fund,Arts Appropriations,NC Master Chorale,Other Expense,,,,"43,000","36,875","48,860","57,026","49,169",,4
General Fund,Arts Appropriations,NC Master Chorale Total,,,,,"43,000","36,875","48,860","57,026","49,169",,3
General Fund,Arts Appropriations,NC Museum History Foundation,Other Expense,,,,,"15,000","21,450","24,036","24,327",,4
General Fund,Arts Appropriations,NC Museum History Foundation Total,,,,,,"15,000","21,450","24,036","24,327",,3
General Fund,Arts Appropriations,NC State University Theatre,Other Expense,,,,"14,000","9,940","12,870","13,939","12,177",,4
General Fund,Arts Appropriations,NC State University Theatre Total,,,,,"14,000","9,940","12,870","13,939","12,177",,3
General Fund,Arts Appropriations,NC Symphony,Other Expense,,,,"200,000","200,000","200,000","200,000","200,000","200,000",4
General Fund,Arts Appropriations,NC Symphony Total,,,,,"200,000","200,000","200,000","200,000","200,000","200,000",3
General Fund,Arts Appropriations,NC Theatre,Other Expense,,,,"163,000","138,250","167,654","168,687","168,563",,4
General Fund,Arts Appropriations,NC Theatre Total,,,,,"163,000","138,250","167,654","168,687","168,563",,3
General Fund,Arts Appropriations,Nessie Foundation,Other Expense,,,,"7,000",,,,,,4
General Fund,Arts Appropriations,Nessie Foundation Total,,,,,"7,000",,,,,,3
General Fund,Arts Appropriations,Non Program Expenditures,Other Expense,,,,,,,,,"1,963,216",4
General Fund,Arts Appropriations,Non Program Expenditures Total,,,,,,,,,,"1,963,216",3
General Fund,Arts Appropriations,North Carolina Opera,Other Expense,,,,"80,000","100,000","136,203","150,200","152,240",,4
General Fund,Arts Appropriations,North Carolina Opera Total,,,,,"80,000","100,000","136,203","150,200","152,240",,3
General Fund,Arts Appropriations,Nuv Yug Cultural Organization,Other Expense,,,,"9,000","8,250","11,370","14,105","13,640",,4
General Fund,Arts Appropriations,Nuv Yug Cultural Organization Total,,,,,"9,000","8,250","11,370","14,105","13,640",,3
General Fund,Arts Appropriations,Pan Lutheran Ministries,Other Expense,,,,"27,500",,,,,,4
General Fund,Arts Appropriations,Pan Lutheran Ministries Total,,,,,"27,500",,,,,,3
General Fund,Arts Appropriations,"Passage Home Cdc, Inc.",Other Expense,,,,"90,000",,,,,,4
General Fund,Arts Appropriations,"Passage Home Cdc, Inc. Total",,,,,"90,000",,,,,,3
General Fund,Arts Appropriations,Performance Edge,Other Expense,,,,,,"7,080","7,400","6,314",,4
General Fund,Arts Appropriations,Performance Edge Total,,,,,,,"7,080","7,400","6,314",,3
General Fund,Arts Appropriations,Philharmonic Association,Other Expense,,,,"14,000","12,245","14,000","17,803","14,888",,4
General Fund,Arts Appropriations,Philharmonic Association Total,,,,,"14,000","12,245","14,000","17,803","14,888",,3
General Fund,Arts Appropriations,PineCone,Other Expense,,,,"84,000","80,000","102,000","98,126","108,900",,4
General Fund,Arts Appropriations,PineCone Total,,,,,"84,000","80,000","102,000","98,126","108,900",,3
General Fund,Arts Appropriations,Prevent Blindness of NC,Other Expense,,,,"5,500",,,,,,4
General Fund,Arts Appropriations,Prevent Blindness of NC Total,,,,,"5,500",,,,,,3
General Fund,Arts Appropriations,Raleigh Boychoir,Other Expense,,,,"15,000","15,000","18,571","22,063","21,094",,4
General Fund,Arts Appropriations,Raleigh Boychoir Total,,,,,"15,000","15,000","18,571","22,063","21,094",,3
General Fund,Arts Appropriations,Raleigh Chamber Music Guild,Other Expense,,,,"36,000","31,600","30,543","32,638","33,650",,4
General Fund,Arts Appropriations,Raleigh Chamber Music Guild Total,,,,,"36,000","31,600","30,543","32,638","33,650",,3
General Fund,Arts Appropriations,Raleigh City Museum,Other Expense,,,,"157,500","157,500",,,,,4
General Fund,Arts Appropriations,Raleigh City Museum Total,,,,,"157,500","157,500",,,,,3
General Fund,Arts Appropriations,Raleigh Civic Symphony Orch,Other Expense,,,,"6,500","5,340","5,252","6,182","5,982",,4
General Fund,Arts Appropriations,Raleigh Civic Symphony Orch Total,,,,,"6,500","5,340","5,252","6,182","5,982",,3
General Fund,Arts Appropriations,Raleigh Dance Theatre,Other Expense,,,,,,,"4,789",,,4
General Fund,Arts Appropriations,Raleigh Dance Theatre Total,,,,,,,,"4,789",,,3
General Fund,Arts Appropriations,Raleigh Ensemble Players,Other Expense,,,,"21,500",,,,,,4
General Fund,Arts Appropriations,Raleigh Ensemble Players Total,,,,,"21,500",,,,,,3
General Fund,Arts Appropriations,Raleigh Historic Dev Comm,Other Expense,,,,"46,350",,,,,,4
General Fund,Arts Appropriations,Raleigh Historic Dev Comm Total,,,,,"46,350",,,,,,3
General Fund,Arts Appropriations,Raleigh Lions Clinic F/T Blind,Other Expense,,,,"7,000",,,,,,4
General Fund,Arts Appropriations,Raleigh Lions Clinic F/T Blind Total,,,,,"7,000",,,,,,3
General Fund,Arts Appropriations,Raleigh Little Theatre,Other Expense,,,,"88,000","84,000","106,861","107,569","107,991","85,680",4
General Fund,Arts Appropriations,Raleigh Little Theatre Total,,,,,"88,000","84,000","106,861","107,569","107,991","85,680",3
General Fund,Arts Appropriations,Raleigh Review,Other Expense,,,,,,,"4,750",,,4
General Fund,Arts Appropriations,Raleigh Review Total,,,,,,,,"4,750",,,3
General Fund,Arts Appropriations,Raleigh Symphony Orchestra,Other Expense,,,,"20,000","14,285","17,468","20,452","18,034",,4
General Fund,Arts Appropriations,Raleigh Symphony Orchestra Total,,,,,"20,000","14,285","17,468","20,452","18,034",,3
General Fund,Arts Appropriations,RDU Airport Authority,Other Expense,,,,"12,500",,,,,,4
General Fund,Arts Appropriations,RDU Airport Authority Total,,,,,"12,500",,,,,,3
General Fund,Arts Appropriations,Resources For Seniors,Other Expense,,,,"25,000",,,,,,4
General Fund,Arts Appropriations,Resources For Seniors Total,,,,,"25,000",,,,,,3
General Fund,Arts Appropriations,Safechild,Other Expense,,,,"25,000",,,,,,4
General Fund,Arts Appropriations,Safechild Total,,,,,"25,000",,,,,,3
General Fund,Arts Appropriations,SE Wake Adult Daycare,Other Expense,,,,"5,000",,,,,,4
General Fund,Arts Appropriations,SE Wake Adult Daycare Total,,,,,"5,000",,,,,,3
General Fund,Arts Appropriations,Southlight,Other Expense,,,,"20,000",,,,,,4
General Fund,Arts Appropriations,Southlight Total,,,,,"20,000",,,,,,3
General Fund,Arts Appropriations,Step Up Ministry,Other Expense,,,,"20,000",,,,,,4
General Fund,Arts Appropriations,Step Up Ministry Total,,,,,"20,000",,,,,,3
General Fund,Arts Appropriations,Tammy Lynn Center,Other Expense,,,,"100,000",,,,,,4
General Fund,Arts Appropriations,Tammy Lynn Center Total,,,,,"100,000",,,,,,3
General Fund,Arts Appropriations,The ARC of Wake County,Other Expense,,,,"8,000",,,,,,4
General Fund,Arts Appropriations,The ARC of Wake County Total,,,,,"8,000",,,,,,3
General Fund,Arts Appropriations,The Justice Theater Project,Other Expense,,,,"25,000","33,270","38,321","42,659","53,923",,4
General Fund,Arts Appropriations,The Justice Theater Project Total,,,,,"25,000","33,270","38,321","42,659","53,923",,3
General Fund,Arts Appropriations,The Raleigh Ringers,Other Expense,,,,"15,000","13,860","19,392","19,843","20,357",,4
General Fund,Arts Appropriations,The Raleigh Ringers Total,,,,,"15,000","13,860","19,392","19,843","20,357",,3
General Fund,Arts Appropriations,Theatre In The Park,Other Expense,,,,"39,500","39,500","39,500","39,500","39,500","40,290",4
General Fund,Arts Appropriations,Theatre In The Park Total,,,,,"39,500","39,500","39,500","39,500","39,500","40,290",3
