Fund,Department,Type,Account,Current,Amount,Revenue,Annotation
General Fund,Transportation Services,Salaries and Wages,Salaries-Pt Temp/Seasonal,89085,89085,FALSE,0
General Fund,Building & Safety Services,Direct Expenses,Vehicle Maint & Operatingion,88723,88723,FALSE,0
Convention Center Financing Fun,Finance Administration,Interfund Transfers In/Out,To 642 Civic Ctr Renov,3018750,87925,FALSE,0
General Fund,IT Customer Relationship Mgt,Salaries and Wages,Salaries-Ft,734244,87812,FALSE,0
Public Utilities Fund,Public Utilities Water Distribu,Direct Expenses,Small Equipment,254529,86229,FALSE,0
General Fund,Development Engineering Servic,Employee Benefits,Retirement,85760,85760,FALSE,0
General Fund,Fire Operatingions,Salaries and Wages,Holiday Pay,1229193,85500,FALSE,0
Home Grant,Community Development,Salaries and Wages,Salaries-Ft,85304,85304,FALSE,0
Stormwater Utility Fund,Stormwater Mgmt-Eng Svcs,Employee Benefits,Health Insurance (Retiree),85000,85000,FALSE,0
General Fund,PRCR - Parks -Park Maintenance,Interfund Transfers In/Out,To 460 Reimb Engineering Stm W,84197,84197,FALSE,0
Stormwater Utility Fund,Stormwater Mgmt-Eng Svcs,Employee Benefits,Supplemental Retirement,83827,83827,FALSE,0
General Fund,Transportation Services,Salaries and Wages,Longevity,83430,83430,FALSE,0
General Fund,Police Administrative Services,Employee Benefits,Health Insurance Increment,42152,83045,FALSE,0
General Fund,Building & Safety Services,Other Expense,To Isf-Sir Workers Comp,82558,82558,FALSE,0
Public Utilities Fund,Neuse River Resc Recovery Fac,Employee Benefits,Medicare,82434,82434,FALSE,0
General Fund,Facilities Maint-Eng Svcs,Interfund Transfers In/Out,To 310 W/S Reimb,81031,81031,FALSE,0
General Fund,IT Enterprise Infrastructure M,Direct Expenses,Computer Operatingions & Access,2682099,79200,FALSE,0
General Fund,Office of the Fire Marshall,Salaries and Wages,Salaries-Ft,2366958,78902,FALSE,0
General Fund,Park Facility Maintenance,Employee Benefits,Retirement,78656,78656,FALSE,0
General Fund,Facilities Maint-Eng Svcs,Direct Expenses,Contractual Svcs-Other,78519,78519,FALSE,0
General Fund,Park Facility Maintenance,Direct Expenses,Security Services,77959,77959,FALSE,0
E 911 State Tax Fund-Operatingi,Emergency Communications,Direct Expenses,Computer Operatingions & Access,494000,77000,FALSE,0
General Fund,Design Development-Eng Svcs,Salaries and Wages,Salaries-Ft,76872,76872,FALSE,0
General Fund,PRCR - Parks -Park Maintenance,Employee Benefits,Health Insurance,898267,76219,FALSE,0
General Fund,Fire Training,Salaries and Wages,Salaries-Ft,687884,76054,FALSE,0
Parking Facilities Fund-Operati,Parking Operatingions -Trans Sv,Other Expense,To ISF-Prop/Liab Premium,75802,75802,FALSE,0
General Fund,Transportation Services,Direct Expenses,Traffic Supplies,75000,75000,FALSE,0
General Fund,Safelight-Tran Svcs,Salaries and Wages,Salaries-Ft,74656,74656,FALSE,0
General Fund,Building & Safety Services,Direct Expenses,Computer Operatingions & Access,73680,73680,FALSE,0
Public Transit Fund-Operatingin,Transit Operatingions -Trans Sv,Interfund Transfers In/Out,To 460 Reimb Engineering Stm W,73637,73637,FALSE,0
General Fund,Development Engineering Servic,Employee Benefits,Social Security,73340,73340,FALSE,0
General Fund,Construction Mgmt-Eng Svcs,Employee Benefits,Retirement,72718,72718,FALSE,0
General Fund,Public Affairs-RTN,Direct Expenses,Contractual Svcs-Other,71750,70000,FALSE,0
General Fund,Transportation Services,Miscellaneous,Landfill Charges,70000,70000,FALSE,0
Parking Facilities Fund-Operati,Parking Operatingions -Trans Sv,Employee Benefits,Opeb- Post Employment Benefits,70000,70000,FALSE,0
General Fund,Fire Operatingions,Employee Benefits,Retirement,2181708,68625,FALSE,0
Solid Waste ServicesOperatingin,Solid Waste Admin,Direct Expenses,Computer Operatingions & Access,101844,68569,FALSE,0
General Fund,Information Technology Admin,Miscellaneous,Training & Travel & Reg,68400,68400,FALSE,0
General Fund,Facilities Maint-Eng Svcs,Salaries and Wages,Salaries-Ot For Ft Staff,67736,67736,FALSE,0
General Fund,Other Agencies w COR Support,Other Expense,Other External Agencies,576596,67596,FALSE,0
General Fund,Park Facility Maintenance,Employee Benefits,Social Security,67322,67322,FALSE,0
General Fund,PRCR - Recreation-School Based,Direct Expenses,Transportation Svcs,67000,67000,FALSE,0
General Fund,Facilities Maint-Eng Svcs,Direct Expenses,Motor Fuels & Lubricants,66960,66960,FALSE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Salaries and Wages,Salaries-Ft,1677901,66918,FALSE,0
General Fund,Public Affairs-RTN,Salaries and Wages,Salaries-Ft,471081,66781,FALSE,0
General Fund,PRCR - Parks -Park Maintenance,Direct Expenses,Natural Gas Svc,66734,66734,FALSE,0
General Fund,Transportation Services,Direct Expenses,Computer Lease,65943,65943,FALSE,0
Public Utilities Fund,Public Utilities-Spec Appropri,Interfund Transfers In/Out,To 100 Ind Cost,7908185,65892,FALSE,0
General Fund,PRCR - Recreation,Employee Benefits,Health Insurance,871739,65704,FALSE,0
Public Utilities Fund,Public Utilities Sewer Maintena,Capital Equipment,Capital Equipment-Other,176000,65100,FALSE,0
Public Utilities Fund,Public Utilities Capital Improv,Salaries and Wages,Salaries-Ot For Ft Staff,65000,65000,FALSE,0
Transit CAMPO Fund,CAMPO-Trans Svcs,Employee Benefits,Retirement,64751,64751,FALSE,0
General Fund,Engineering Services,Other Expense,To ISF-Prop/Liab Premium,64699,64699,FALSE,0
General Fund,Building & Safety Services,Employee Benefits,Medicare,64453,64453,FALSE,0
Public Transit Fund-Operatingin,Accessible Rail Tran-Tran Svcs,Employee Benefits,Health Insurance,64197,64197,FALSE,0
Parking Facilities Fund-Operati,Parking Operatingions -Trans Sv,Direct Expenses,Vehicle Maint & Operatingion,64160,64160,FALSE,0
Parking Facilities Fund-Operati,Parking Operatingions -Trans Sv,Salaries and Wages,Salaries-Ot For Ft Staff,63500,63500,FALSE,0
Public Utilities Fund,Neuse River Resc Recovery Fac,Employee Benefits,Dental Insurance,63182,63182,FALSE,0
Public Utilities Fund,Public Utilities Customer Care ,Miscellaneous,Training & Travel & Reg,63087,63087,FALSE,0
Public Utilities Fund,Neuse River Resc Recovery Fac,Direct Expenses,Rental-Equipment,62500,62500,FALSE,0
General Fund,Fire Support Svcs,Direct Expenses,Uniforms,926774,62198,FALSE,0
General Fund,Construction Mgmt-Eng Svcs,Employee Benefits,Social Security,62187,62187,FALSE,0
General Fund,PRCR - Recreation-School Based,Direct Expenses,Rental-Real Property,130000,62000,FALSE,0
Revolving Fund,PRCR - Recreation,Capital Equipment,Vans/Buses,62000,62000,FALSE,0
General Fund,PRCR - Parks -Park Maintenance,Direct Expenses,Operatingional & Maint Supplies,318244,61708,FALSE,0
Grants Fund,Transit - Trans Svcs,Employee Benefits,Health Insurance,61221,61221,FALSE,0
General Fund,Land Development Services,Employee Benefits,Supplemental Retirement,60764,60764,FALSE,0
General Fund,Special Appropriations,Direct Expenses,Rsv-Hillsborough MSD,387045,60535,FALSE,0
General Fund,Stormwater St Maint-Tran Svcs,Salaries and Wages,Salaries-Ot For Ft Staff,60000,60000,FALSE,0
Stormwater Utility Fund,Stormwater Mgmt-Eng Svcs,Other Expense,To Isf-Sir Workers Comp,59944,59944,FALSE,0
General Fund,Special Appropriations,Interfund Transfers In/Out,To 410 Access Ral Trans,6875036,59860,FALSE,0
E 911 State Tax Fund-Operatingi,Emergency Communications,Salaries and Wages,Salaries-Ft,467756,59044,FALSE,0
General Fund,Public Affairs,Employee Benefits,Health Insurance,146550,58809,FALSE,0
General Fund,PRCR - Business Process Mgmt,Direct Expenses,Computer Operatingions & Access,114250,58468,FALSE,0
E 911 State Tax Fund-Operatingi,Emergency Communications,Direct Expenses,Rsv-Program,58323,58323,FALSE,0
General Fund,Engineering Services,Employee Benefits,Supplemental Retirement,58208,58208,FALSE,0
General Fund,Transportation Field Services,Employee Benefits,Health Insurance Increment,,58050,FALSE,0
General Fund,Office of Emerg Mgmt & Spec Ev,Salaries and Wages,Salaries-Ft,243708,57889,FALSE,0
General Fund,PRCR - Parks -Park Maintenance,Direct Expenses,Vehicle Maint & Operatingion,385347,57819,FALSE,0
General Fund,Emergency Communications,Salaries and Wages,Salaries-Ot For Ft Staff,679678,57447,FALSE,0
Public Utilities Fund,Public Utilities Customer Care ,Employee Benefits,Supplemental Retirement,57361,57361,FALSE,0
General Fund,Building & Safety Services,Salaries and Wages,Longevity,57138,57138,FALSE,0
General Fund,Building & Safety Services,Salaries and Wages,Salaries-Ot For Ft Staff,57000,57000,FALSE,0
RCC/PAC Operatingions Fund,RCC Facility,Employee Benefits,Health Insurance Increment,28671,56920,FALSE,0
General Fund,Public Works,Employee Benefits,Health Insurance Increment,,56828,FALSE,0
General Fund,Planning,Employee Benefits,Health Insurance Increment,24965,56283,FALSE,0
Public Utilities Fund,Neuse River Resc Recovery Fac,Salaries and Wages,Holiday Pay,55808,55808,FALSE,0
Transit CAMPO Fund,CAMPO-Trans Svcs,Employee Benefits,Social Security,55480,55480,FALSE,0
Solid Waste ServicesOperatingin,Solid Waste Admin,Interfund Transfers In/Out,To 501 Technology Cap Proj,96938,55086,FALSE,0
General Fund,Police Administrative Services,Direct Expenses,Ammo Supplies,110000,55000,FALSE,0
General Fund,Police Administrative Services,Salaries and Wages,Salaries-Pt Temp/Seasonal,75503,55000,FALSE,0
General Fund,Transportation Services,Direct Expenses,Uniforms,54185,54185,FALSE,0
General Fund,Facilities Maint-Eng Svcs,Employee Benefits,Supplemental Retirement,54142,54142,FALSE,0
General Fund,IT Customer Relationship Mgt,Direct Expenses,Computer Operatingions & Access,474169,54000,FALSE,0
General Fund,Transportation Services,Direct Expenses,Small Equipment,53357,53357,FALSE,0
General Fund,Park Facility Maintenance,Direct Expenses,Equipment Usage Charge,53220,53220,FALSE,0
Parking Debt Service Fund,Treasury Office,Capital Project Expense,Bond Principal,3818175,53061,FALSE,0
Public Utilities Fund,Resource Recovery,Employee Benefits,Health Insurance Increment,,52744,FALSE,0
Public Utilities Fund,Neuse River Resc Recovery Fac,Employee Benefits,Health Insurance Increment,52584,52584,FALSE,0
Community Development Block Gra,Community Development,Direct Expenses,Building Demolition,110000,52500,FALSE,0
General Fund,Fire Support Svcs,Direct Expenses,Operatingional & Maint Supplies,295609,52450,FALSE,0
General Fund,PRCR - Resources,Interfund Transfers In/Out,To 310 W/S Reimb,52366,52366,FALSE,0
General Fund,PRCR - Parks -Park Maintenance,Employee Benefits,Retirement,390853,51888,FALSE,0
Public Utilities Fund,Neuse River Resc Recovery Fac,Salaries and Wages,Salaries-Pt Temp/Seasonal,51800,51800,FALSE,0
General Fund,Emergency Communications,Employee Benefits,Health Insurance,857628,51467,FALSE,0
General Fund,PRCR - Resources,Employee Benefits,Health Insurance Increment,26009,51449,FALSE,0
Parking Facilities Fund-Operati,Parking Operatingions -Trans Sv,Other Expense,To Isf-Sir Workers Comp,51192,51192,FALSE,0
Solid Waste ServicesOperatingin,Solid Waste Admin,Miscellaneous,Training & Travel & Reg,81370,51179,FALSE,0
General Fund,PRCR - Resources,Salaries and Wages,Salaries-Pt Temp/Seasonal,1180687,50983,FALSE,0
General Fund,Information Technology Admin,Salaries and Wages,Salaries-Ft,877092,50897,FALSE,0
Stormwater Utility Fund,Stormwater Mgmt-Eng Svcs,Employee Benefits,Medicare,50037,50037,FALSE,0
Community Development Block Gra,Community Development,Other Expense,Disposition - Gr,50000,50000,FALSE,0
General Debt Service Fund,Treasury Office,Direct Expenses,Financial Advisor,150000,50000,FALSE,0
General Fund,Development Engineering Servic,Salaries and Wages,Salaries-Pt Temp/Seasonal,50000,50000,FALSE,0
General Fund,PRCR - Strategic Plan & Devel,Direct Expenses,Contractual Svcs-Other,50000,50000,FALSE,0
RCC/PAC Debt Svc Fund,Treasury Office,Direct Expenses,Bond Liquidity Fees,1350000,50000,FALSE,0
Utility Debt Service Fund,Treasury Office,Direct Expenses,Financial Advisor,100000,50000,FALSE,0
Home Grant,Community Development,Other Expense,Rehabilitation/Rehab Loans - G,702608,49640,FALSE,0
Public Utilities Fund,Neuse River Resc Recovery Fac,Miscellaneous,Training & Travel & Reg,49150,49150,FALSE,0
General Fund,PRCR - Parks -Park Maintenance,Direct Expenses,Motor Fuels & Lubricants,296262,49091,FALSE,0
General Fund,Park Facility Maintenance,Direct Expenses,Vehicle Maint & Operatingion,48970,48970,FALSE,0
Public Utilities Fund,Public Utilities Sewer Maintena,Direct Expenses,Operatingional & Maint Supplies,756710,48587,FALSE,0
General Fund,Building & Safety Services,Employee Benefits,Dental Insurance,48550,48550,FALSE,0
General Fund,Human Resources,Direct Expenses,Medical Services,106500,48350,FALSE,0
Public Utilities Fund,Public Utilities Sewer Maintena,Miscellaneous,Professional Certification,82850,47850,FALSE,0
General Fund,Facilities Maint-Eng Svcs,Direct Expenses,Computer Lease,47799,47799,FALSE,0
General Fund,Facilities Maint-Eng Svcs,Direct Expenses,Vehicle Maint & Operatingion,47750,47750,FALSE,0
General Fund,Park Facility Maintenance,Direct Expenses,Motor Fuels & Lubricants,47575,47575,FALSE,0
Community Development Block Gra,Community Development,Employee Benefits,Retirement,47557,47557,FALSE,0
General Fund,City Clerk,Salaries and Wages,Salaries-Ft,364961,46270,FALSE,0
Parking Facilities Fund-Operati,Parking Operatingions -Trans Sv,Direct Expenses,Wan Data Line,46200,46200,FALSE,0
General Fund,PRCR - Parks - Greenway Maint,Salaries and Wages,Salaries-Ft,1169867,46179,FALSE,0
Transit CAMPO Fund,CAMPO-Trans Svcs,Employee Benefits,Opeb- Post Employment Benefits,46133,46133,FALSE,0
General Fund,Building & Safety Services,Direct Expenses,Uniforms,45300,45300,FALSE,0
General Fund,Human Resources,Direct Expenses,Operatingional & Maint Supplies,50500,45000,FALSE,0
General Fund,Building & Safety Services,Miscellaneous,Training & Travel & Reg,44840,44840,FALSE,0
General Fund,Police Special Operatingions,Salaries and Wages,Salaries-Ft,4916040,44546,FALSE,0
General Fund,PRCR - Parks -Park Maintenance,Direct Expenses,Service Contracts-Other,44770,44420,FALSE,0
General Fund,Stormwater St Maint-Tran Svcs,Employee Benefits,Supplemental Retirement,44081,44081,FALSE,0
RCC/PAC Operatingions Fund,RCC Facility,Salaries and Wages,Salaries-Ft,2606733,44017,FALSE,0
General Fund,Fire Support Svcs,Direct Expenses,Equipment Repair Parts,719500,44000,FALSE,0
General Fund,Engineering Services,Other Expense,To ISF-Prop/Liab Claims,43972,43972,FALSE,0
Public Utilities Fund,Public Utilities Sewer Maintena,Employee Benefits,Health Insurance,918836,43832,FALSE,0
General Fund,PRCR - Resources,Employee Benefits,Health Insurance,382007,43727,FALSE,0
General Fund,Transportation Services,Direct Expenses,Wireless Data Comm,43656,43656,FALSE,0
General Fund,Office of the Fire Marshall,Employee Benefits,Health Insurance Increment,21743,43443,FALSE,0
General Fund,Treasury Office,Salaries and Wages,Salaries-Ft,320976,43212,FALSE,0
General Fund,PRCR - Parks -Park Maintenance,Salaries and Wages,Salaries-Ot For Ft Staff,169338,43135,FALSE,0
General Fund,Fire Adm,Salaries and Wages,Salaries-Ft,737406,43082,FALSE,0
Grants Fund,Community Svcs,Direct Expenses,Professional Svcs-Other,47503,42853,FALSE,0
Solid Waste ServicesOperatingin,Solid Waste Admin,Direct Expenses,Repairs-Bldg/Structure,60000,42500,FALSE,0
Public Utilities Fund,Public Utilities Customer Care ,Employee Benefits,Medicare,42046,42046,FALSE,0
General Fund,PRCR - Parks - Greenway Maint,Direct Expenses,Vehicle Maint & Operatingion,127000,42000,FALSE,0
General Fund,Transportation Services,Direct Expenses,Electric Service,42000,42000,FALSE,0
General Fund,Building & Safety Services,Direct Expenses,Contractual Svcs-Other,41773,41773,FALSE,0
General Fund,Emergency Communications,Employee Benefits,Retirement,377831,41622,FALSE,0
General Fund,Transportation Services,Direct Expenses,Computer Operatingions & Access,41470,41470,FALSE,0
General Fund,PRCR - Parks - Greenway Maint,Direct Expenses,Equipment Usage Charge,91096,41432,FALSE,0
General Fund,Transportation Services,Miscellaneous,Training & Travel & Reg,41230,41230,FALSE,0
Public Utilities Fund,Public Utilities Admin,Employee Benefits,Health Insurance Increment,21414,41136,FALSE,0
General Fund,Engineering Services,Salaries and Wages,Longevity,41083,41083,FALSE,0
General Fund,PRCR - Resources,Interfund Transfers In/Out,To 460 Reimb Engineering Stm W,40899,40899,FALSE,0
General Fund,Building & Safety Services,Employee Benefits,Health Insurance Increment,40749,40749,FALSE,0
Community Development Block Gra,Community Development,Employee Benefits,Social Security,40670,40670,FALSE,0
General Fund,Police Administrative Services,Employee Benefits,Health Insurance,584020,40230,FALSE,0
General Fund,Land Development Services,Salaries and Wages,Longevity,40164,40164,FALSE,0
Solid Waste ServicesOperatingin,Solid Waste Recycling,Employee Benefits,Health Insurance Increment,19809,40134,FALSE,0
General Fund,Police Detective Division,Salaries and Wages,Salaries-Pt Temp/Seasonal,361995,40000,FALSE,0
Parking Facilities Fund-Operati,Parking Operatingions -Trans Sv,Direct Expenses,Print Copy-Rmb,40000,40000,FALSE,0
