LEVEL1,LEVEL2,LEVEL3,LEVEL4,TOOLTIP,SOURCE,SOURCE URL,2012,2013,2014,2015,2016,2017,LEVEL
RCC/PAC Operatingions Fund,RCC Facility Total,,,,,,8760877.00,8535565.00,9178283.00,9422812.00,8407455.42,8984755.00,2
RCC/PAC Operatingions Fund,RCC/Pac Admin,General/Fixed Costs,Fr 100 General Fd,,,,1486746.00,,,,,,4
RCC/PAC Operatingions Fund,RCC/Pac Admin,General/Fixed Costs,Interest On Investments,,,,33430.00,,,,,,4
RCC/PAC Operatingions Fund,RCC/Pac Admin,General/Fixed Costs,Misc Fees & Chgs-Rccc/Pac,,,,2500.00,,,,,,4
RCC/PAC Operatingions Fund,RCC/Pac Admin,General/Fixed Costs Total,,,,,1522676.00,,,,,,3
RCC/PAC Operatingions Fund,RCC/Pac Admin Total,,,,,,1522676.00,,,,,,2
RCC/PAC Operatingions Fund,RCC/PAC Special Events,Administrative,Fr 100 General Fd,,,,,50255.00,75751.00,92288.50,184188.00,146327.00,4
RCC/PAC Operatingions Fund,RCC/PAC Special Events,Administrative Total,,,,,,50255.00,75751.00,92288.50,184188.00,146327.00,3
RCC/PAC Operatingions Fund,RCC/PAC Special Events,Special Events Costs,Beverage Revenues,,,,,13000.00,30500.00,90000.00,115000.00,130000.00,4
RCC/PAC Operatingions Fund,RCC/PAC Special Events,Special Events Costs,Event Personnel Income,,,,3000.00,10200.00,6700.00,8000.00,11000.00,11000.00,4
RCC/PAC Operatingions Fund,RCC/PAC Special Events,Special Events Costs,Events Commission,,,,5000.00,3300.00,1800.00,4500.00,4500.00,4500.00,4
RCC/PAC Operatingions Fund,RCC/PAC Special Events,Special Events Costs,Rccc Exhibitor Fees,,,,,4000.00,17200.00,19000.00,25000.00,30000.00,4
RCC/PAC Operatingions Fund,RCC/PAC Special Events,Special Events Costs,Sponsorships,,,,,30000.00,90000.00,110000.00,110000.00,110000.00,4
RCC/PAC Operatingions Fund,RCC/PAC Special Events,Special Events Costs,Staff Services,,,,2005.00,2150.00,1300.00,3000.00,4500.00,4500.00,4
RCC/PAC Operatingions Fund,RCC/PAC Special Events,Special Events Costs Total,,,,,10005.00,62650.00,147500.00,234500.00,270000.00,290000.00,3
RCC/PAC Operatingions Fund,RCC/PAC Special Events Total,,,,,,10005.00,112905.00,223251.00,326788.50,454188.00,436327.00,2
RCC/PAC Operatingions Fund Total,,,,,,,16172280.00,16335072.00,17444445.00,18358728.63,18651273.42,18356741.00,1
Revolving Fund,Building & Safety Services,Inspections Training Program,Fees/Sales,,,,,,,,,1400.00,4
Revolving Fund,Building & Safety Services,Inspections Training Program Total,,,,,,,,,,1400.00,3
Revolving Fund,Building & Safety Services Total,,,,,,,,,,,1400.00,2
Revolving Fund,City Manager,Environmental Awards Program,Approp From Prior Year,,,,3500.00,3500.00,3500.00,3500.00,,,4
Revolving Fund,City Manager,Environmental Awards Program,Sponsorships,,,,6000.00,6000.00,6000.00,6000.00,,,4
Revolving Fund,City Manager,Environmental Awards Program Total,,,,,9500.00,9500.00,9500.00,9500.00,,,3
Revolving Fund,City Manager Total,,,,,,9500.00,9500.00,9500.00,9500.00,,,2
Revolving Fund,Community Svcs,Citizen Involvment,Approp From Prior Year,,,,7000.00,7000.00,30000.00,30000.00,30000.00,,4
Revolving Fund,Community Svcs,Citizen Involvment,Donations/Contributions,,,,5000.00,5000.00,,,,30000.00,4
Revolving Fund,Community Svcs,Citizen Involvment Total,,,,,12000.00,12000.00,30000.00,30000.00,30000.00,30000.00,3
Revolving Fund,Community Svcs Total,,,,,,12000.00,12000.00,30000.00,30000.00,30000.00,30000.00,2
Revolving Fund,Fire Administration,Fire-Reg Resp Team #4 Revolvin,State Reimb-Fire Rrt-4,,,,100000.00,200000.00,300000.00,300000.00,300000.00,300000.00,4
Revolving Fund,Fire Administration,Fire-Reg Resp Team #4 Revolvin Total,,,,,100000.00,200000.00,300000.00,300000.00,300000.00,300000.00,3
Revolving Fund,Fire Administration Total,,,,,,100000.00,200000.00,300000.00,300000.00,300000.00,300000.00,2
Revolving Fund,Fire Training,Fire-Usar Team Expd,City Match,,,,,,80964.00,98740.00,98740.00,98737.35,4
Revolving Fund,Fire Training,Fire-Usar Team Expd,Municipal Fire Usar Support,,,,,,,63670.00,77641.00,63665.37,4
Revolving Fund,Fire Training,Fire-Usar Team Expd Total,,,,,,,80964.00,162410.00,176381.00,162402.72,3
Revolving Fund,Fire Training,Rsv-Cor Fire Usar Reserve,City Match,,,,80964.00,80964.00,,,,,4
Revolving Fund,Fire Training,Rsv-Cor Fire Usar Reserve Total,,,,,80964.00,80964.00,,,,,3
Revolving Fund,Fire Training Total,,,,,,80964.00,80964.00,80964.00,162410.00,176381.00,162402.72,2
Revolving Fund,Inspections,Inspections Training Program,Approp From Prior Year,,,,,4802.00,4842.00,,,,4
Revolving Fund,Inspections,Inspections Training Program,Fees/Sales,,,,4500.00,4500.00,4500.00,1400.00,1400.00,,4
Revolving Fund,Inspections,Inspections Training Program Total,,,,,4500.00,9302.00,9342.00,1400.00,1400.00,,3
Revolving Fund,Inspections Total,,,,,,4500.00,9302.00,9342.00,1400.00,1400.00,,2
Revolving Fund,Non-Departmental,Blank Program Code,Approp From Prior Year,,,,310073.00,,,,,,4
Revolving Fund,Non-Departmental,Blank Program Code Total,,,,,310073.00,,,,,,3
Revolving Fund,Non-Departmental,Non-Program Revenues,Approp From Prior Year,,,,,207170.00,,,,,4
Revolving Fund,Non-Departmental,Non-Program Revenues Total,,,,,,207170.00,,,,,3
Revolving Fund,Non-Departmental Total,,,,,,310073.00,207170.00,,,,,2
Revolving Fund,Office of Sustainability,Environmental Awards Program,Approp From Prior Year,,,,,,,,3500.00,3500.00,4
Revolving Fund,Office of Sustainability,Environmental Awards Program,Sponsorships,,,,,,,,6000.00,6000.00,4
Revolving Fund,Office of Sustainability,Environmental Awards Program Total,,,,,,,,,9500.00,9500.00,3
Revolving Fund,Office of Sustainability Total,,,,,,,,,,9500.00,9500.00,2
Revolving Fund,Planning,Appearance Commission,Approp From Prior Year,,,,,,1000.00,,6000.00,,4
Revolving Fund,Planning,Appearance Commission,Donations/Contributions,,,,1000.00,1000.00,2500.00,2000.00,2000.00,3000.00,4
Revolving Fund,Planning,Appearance Commission Total,,,,,1000.00,1000.00,3500.00,2000.00,8000.00,3000.00,3
Revolving Fund,Planning,Ral Historic District Loan Fun,Approp From Prior Year,,,,,,,,3375.00,,4
Revolving Fund,Planning,Ral Historic District Loan Fun,Raleigh Historic District Loan,,,,,,,,20235.00,200000.00,4
Revolving Fund,Planning,Ral Historic District Loan Fun Total,,,,,,,,,23610.00,200000.00,3
Revolving Fund,Planning Total,,,,,,1000.00,1000.00,3500.00,2000.00,31610.00,203000.00,2
Revolving Fund,Police Administrative Services,Community Watch Signs,Approp From Prior Year,,,,4137.00,,,,,,4
Revolving Fund,Police Administrative Services,Community Watch Signs,Fees/Sales,,,,800.00,4937.00,4937.00,4940.00,4940.00,4940.00,4
Revolving Fund,Police Administrative Services,Community Watch Signs Total,,,,,4937.00,4937.00,4937.00,4940.00,4940.00,4940.00,3
Revolving Fund,Police Administrative Services,Police Donations,Police Dept Misc Revenue,,,,4000.00,4000.00,4000.00,4000.00,24000.00,24000.00,4
Revolving Fund,Police Administrative Services,Police Donations Total,,,,,4000.00,4000.00,4000.00,4000.00,24000.00,24000.00,3
Revolving Fund,Police Administrative Services Total,,,,,,8937.00,8937.00,8937.00,8940.00,28940.00,28940.00,2
Revolving Fund,PRCR - Business Process Mgmt,PR Program Fee Assistance,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,10000.00,16000.00,20000.00,4
Revolving Fund,PRCR - Business Process Mgmt,PR Program Fee Assistance,Donations/Contributions,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,25000.00,,,4
Revolving Fund,PRCR - Business Process Mgmt,PR Program Fee Assistance Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,35000.00,16000.00,20000.00,3
Revolving Fund,PRCR - Business Process Mgmt Total,,,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,35000.00,16000.00,20000.00,2
Revolving Fund,PRCR - Parks - Urban Trees,Neighborhood Street Trees,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,47144.00,,15000.00,4
Revolving Fund,PRCR - Parks - Urban Trees,Neighborhood Street Trees,Donations/Contributions,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,15856.00,60000.00,20000.00,4
Revolving Fund,PRCR - Parks - Urban Trees,Neighborhood Street Trees Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,63000.00,60000.00,35000.00,3
Revolving Fund,PRCR - Parks - Urban Trees Total,,,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,63000.00,60000.00,35000.00,2
Revolving Fund,PRCR - Parks -Park Maintenance,Fletcher Award Program,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,,4000.00,4000.00,,,740.00,4
Revolving Fund,PRCR - Parks -Park Maintenance,Fletcher Award Program Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,,4000.00,4000.00,,,740.00,3
Revolving Fund,PRCR - Parks -Park Maintenance,Parks Donations,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,,20000.00,20000.00,6000.00,40000.00,40000.00,4
Revolving Fund,PRCR - Parks -Park Maintenance,Parks Donations,Donations/Contributions,"PRCR = Parks, Recreation, and Cultural Resources",,,,10000.00,10000.00,13000.00,15000.00,15000.00,4
Revolving Fund,PRCR - Parks -Park Maintenance,Parks Donations,Fees/Sales,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,6000.00,,,4
Revolving Fund,PRCR - Parks -Park Maintenance,Parks Donations Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,,30000.00,30000.00,25000.00,55000.00,55000.00,3
Revolving Fund,PRCR - Parks -Park Maintenance,Third Party Events,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,,5000.00,5741.00,8323.00,15000.00,15000.00,4
Revolving Fund,PRCR - Parks -Park Maintenance,Third Party Events,Donations/Contributions,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,4279.00,5737.00,5000.00,4
Revolving Fund,PRCR - Parks -Park Maintenance,Third Party Events,Fees/Sales,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,398.00,,,4
Revolving Fund,PRCR - Parks -Park Maintenance,Third Party Events Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,,5000.00,5741.00,13000.00,20737.00,20000.00,3
Revolving Fund,PRCR - Parks -Park Maintenance Total,,,"PRCR = Parks, Recreation, and Cultural Resources",,,,39000.00,39741.00,38000.00,75737.00,75740.00,2
Revolving Fund,PRCR - Recreation,Adventure Camps,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,63457.00,59000.00,65000.00,68000.00,60000.00,40000.00,4
Revolving Fund,PRCR - Recreation,Adventure Camps,Donations/Contributions,"PRCR = Parks, Recreation, and Cultural Resources",,,28000.00,30000.00,36500.00,37000.00,30000.00,24000.00,4
Revolving Fund,PRCR - Recreation,Adventure Camps,Fees/Sales,"PRCR = Parks, Recreation, and Cultural Resources",,,334.53,525.00,245.00,350.00,315.00,200.00,4
Revolving Fund,PRCR - Recreation,Adventure Camps Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,91791.53,89525.00,101745.00,105350.00,90315.00,64200.00,3
Revolving Fund,PRCR - Recreation,Anderson Point,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,25000.00,25000.00,20000.00,20000.00,20000.00,20000.00,4
Revolving Fund,PRCR - Recreation,Anderson Point,Fees/Sales,"PRCR = Parks, Recreation, and Cultural Resources",,,20000.00,25000.00,25000.00,25000.00,25000.00,25000.00,4
Revolving Fund,PRCR - Recreation,Anderson Point Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,45000.00,50000.00,45000.00,45000.00,45000.00,45000.00,3
Revolving Fund,PRCR - Recreation,Aquatic Instruction Programs,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,7100.00,16705.00,100000.00,130000.00,107800.00,127800.00,4
Revolving Fund,PRCR - Recreation,Aquatic Instruction Programs,Donations/Contributions,"PRCR = Parks, Recreation, and Cultural Resources",,,,1630.00,600.00,900.00,900.00,800.00,4
Revolving Fund,PRCR - Recreation,Aquatic Instruction Programs,Fees/Sales,"PRCR = Parks, Recreation, and Cultural Resources",,,311332.00,343000.00,343000.00,389000.00,388000.00,368000.00,4
Revolving Fund,PRCR - Recreation,Aquatic Instruction Programs Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,318432.00,361335.00,443600.00,519900.00,496700.00,496600.00,3
Revolving Fund,PRCR - Recreation,Athletics,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,150000.00,85000.00,100000.00,100000.00,67000.00,40000.00,4
Revolving Fund,PRCR - Recreation,Athletics,Fees/Sales,"PRCR = Parks, Recreation, and Cultural Resources",,,230000.00,230000.00,200000.00,190000.00,190000.00,170000.00,4
Revolving Fund,PRCR - Recreation,Athletics Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,380000.00,315000.00,300000.00,290000.00,257000.00,210000.00,3
Revolving Fund,PRCR - Recreation,Blank Program Code,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,27925.00,,,,,,4
Revolving Fund,PRCR - Recreation,Blank Program Code,Donations/Contributions,"PRCR = Parks, Recreation, and Cultural Resources",,,500.00,,,,,,4
Revolving Fund,PRCR - Recreation,Blank Program Code Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,28425.00,,,,,,3
Revolving Fund,PRCR - Recreation,Community Ctr Equipment,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,135000.00,105000.00,90000.00,155000.00,210000.00,225000.00,4
Revolving Fund,PRCR - Recreation,Community Ctr Equipment,Donations/Contributions,"PRCR = Parks, Recreation, and Cultural Resources",,,110000.00,,,,131000.00,173000.00,4
Revolving Fund,PRCR - Recreation,Community Ctr Equipment,Fees/Sales,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,,3000.00,5000.00,4
Revolving Fund,PRCR - Recreation,Community Ctr Equipment,P&R Fee Split Revenue,"PRCR = Parks, Recreation, and Cultural Resources",,,,115000.00,115000.00,135000.00,115000.00,108000.00,4
Revolving Fund,PRCR - Recreation,Community Ctr Equipment,Rental Income,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,,4600.00,4600.00,4
Revolving Fund,PRCR - Recreation,Community Ctr Equipment Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,245000.00,220000.00,205000.00,290000.00,463600.00,515600.00,3
Revolving Fund,PRCR - Recreation,Esl Program,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,1000.00,7700.00,9000.00,5650.00,8000.00,8400.00,4
Revolving Fund,PRCR - Recreation,Esl Program,Donations/Contributions,"PRCR = Parks, Recreation, and Cultural Resources",,,5000.00,3700.00,5000.00,,500.00,6400.00,4
Revolving Fund,PRCR - Recreation,Esl Program Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,6000.00,11400.00,14000.00,5650.00,8500.00,14800.00,3
Revolving Fund,PRCR - Recreation,Fletcher Award Program,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,4000.00,3600.00,,,,,4
Revolving Fund,PRCR - Recreation,Fletcher Award Program,Donations/Contributions,"PRCR = Parks, Recreation, and Cultural Resources",,,1000.00,1000.00,,,,,4
Revolving Fund,PRCR - Recreation,Fletcher Award Program Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,5000.00,4600.00,,,,,3
Revolving Fund,PRCR - Recreation,General Recreation,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,175000.00,160000.00,160000.00,130000.00,,,4
Revolving Fund,PRCR - Recreation,General Recreation,Donations/Contributions,"PRCR = Parks, Recreation, and Cultural Resources",,,112000.00,125000.00,130000.00,140000.00,,,4
Revolving Fund,PRCR - Recreation,General Recreation,Fees/Sales,"PRCR = Parks, Recreation, and Cultural Resources",,,1000.00,,,,,,4
Revolving Fund,PRCR - Recreation,General Recreation,Rental Income,"PRCR = Parks, Recreation, and Cultural Resources",,,2000.00,18000.00,18000.00,8500.00,,,4
Revolving Fund,PRCR - Recreation,General Recreation Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,290000.00,303000.00,308000.00,278500.00,,,3
Revolving Fund,PRCR - Recreation,Golden Years,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,50000.00,63000.00,65000.00,60000.00,60000.00,136000.00,4
Revolving Fund,PRCR - Recreation,Golden Years,Donations/Contributions,"PRCR = Parks, Recreation, and Cultural Resources",,,49033.00,75000.00,90000.00,110000.00,130000.00,110000.00,4
Revolving Fund,PRCR - Recreation,Golden Years,Fees/Sales,"PRCR = Parks, Recreation, and Cultural Resources",,,30000.00,25000.00,25000.00,50000.00,90000.00,90000.00,4
Revolving Fund,PRCR - Recreation,Golden Years Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,129033.00,163000.00,180000.00,220000.00,280000.00,336000.00,3
Revolving Fund,PRCR - Recreation,Neighborhood Street Trees,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,23000.00,,,,,,4
Revolving Fund,PRCR - Recreation,Neighborhood Street Trees,Donations/Contributions,"PRCR = Parks, Recreation, and Cultural Resources",,,9000.00,,,,,,4
Revolving Fund,PRCR - Recreation,Neighborhood Street Trees Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,32000.00,,,,,,3
Revolving Fund,PRCR - Recreation,Non-Program Revenues,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,1420361.00,1607615.00,1784070.00,1947231.00,1669550.00,1789875.00,4
Revolving Fund,PRCR - Recreation,Non-Program Revenues,Donations/Contributions,"PRCR = Parks, Recreation, and Cultural Resources",,,497658.00,380940.00,410000.00,504400.00,688200.00,515275.00,4
Revolving Fund,PRCR - Recreation,Non-Program Revenues,Fees/Sales,"PRCR = Parks, Recreation, and Cultural Resources",,,1423450.00,1547180.00,1678000.00,1775200.00,1601700.00,1664301.00,4
Revolving Fund,PRCR - Recreation,Non-Program Revenues,Misc Rev-Solar Array Income,"PRCR = Parks, Recreation, and Cultural Resources",,,,1000.00,1000.00,,,,4
Revolving Fund,PRCR - Recreation,Non-Program Revenues Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,3341469.00,3536735.00,3873070.00,4226831.00,3959450.00,3969451.00,3
Revolving Fund,PRCR - Recreation,Parks & Rec Automation,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,240640.00,225000.00,155000.00,100000.00,5000.00,63000.00,4
Revolving Fund,PRCR - Recreation,Parks & Rec Automation,Fees/Sales,"PRCR = Parks, Recreation, and Cultural Resources",,,230000.00,,,,,,4
Revolving Fund,PRCR - Recreation,Parks & Rec Automation,P&R Fee Split Revenue,"PRCR = Parks, Recreation, and Cultural Resources",,,,195000.00,225000.00,285000.00,259790.00,255645.00,4
Revolving Fund,PRCR - Recreation,Parks & Rec Automation Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,470640.00,420000.00,380000.00,385000.00,264790.00,318645.00,3
Revolving Fund,PRCR - Recreation,Parks & Rec Marketing,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,103935.00,53251.85,95000.00,93000.00,90000.00,70000.00,4
Revolving Fund,PRCR - Recreation,Parks & Rec Marketing,Donations/Contributions,"PRCR = Parks, Recreation, and Cultural Resources",,,140000.00,140000.00,,,,,4
Revolving Fund,PRCR - Recreation,Parks & Rec Marketing,Fees/Sales,"PRCR = Parks, Recreation, and Cultural Resources",,,110000.00,,,,,,4
Revolving Fund,PRCR - Recreation,Parks & Rec Marketing,P&R Fee Split Revenue,"PRCR = Parks, Recreation, and Cultural Resources",,,,108000.00,150000.00,180000.00,195000.00,217000.00,4
Revolving Fund,PRCR - Recreation,Parks & Rec Marketing Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,353935.00,301251.85,245000.00,273000.00,285000.00,287000.00,3
Revolving Fund,PRCR - Recreation,Parks & Rec Sports Consortium,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,79935.00,58000.00,58000.00,58000.00,45000.00,45000.00,4
Revolving Fund,PRCR - Recreation,Parks & Rec Sports Consortium,Donations/Contributions,"PRCR = Parks, Recreation, and Cultural Resources",,,19000.00,33000.00,33000.00,34000.00,34000.00,34000.00,4
Revolving Fund,PRCR - Recreation,Parks & Rec Sports Consortium Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,98935.00,91000.00,91000.00,92000.00,79000.00,79000.00,3
Revolving Fund,PRCR - Recreation,Parks & Rec-Revolving,Donations/Contributions,"PRCR = Parks, Recreation, and Cultural Resources",,,21000.00,,,,,,4
Revolving Fund,PRCR - Recreation,Parks & Rec-Revolving Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,21000.00,,,,,,3
Revolving Fund,PRCR - Recreation,Raleigh Youth Council,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,7000.00,11000.00,12000.00,18500.00,21000.00,19000.00,4
Revolving Fund,PRCR - Recreation,Raleigh Youth Council,Donations/Contributions,"PRCR = Parks, Recreation, and Cultural Resources",,,3500.00,3500.00,4000.00,4000.00,5000.00,4500.00,4
Revolving Fund,PRCR - Recreation,Raleigh Youth Council Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,10500.00,14500.00,16000.00,22500.00,26000.00,23500.00,3
Revolving Fund,PRCR - Recreation,Run For The Oaks,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,4000.00,5000.00,5000.00,,,,4
Revolving Fund,PRCR - Recreation,Run For The Oaks,Donations/Contributions,"PRCR = Parks, Recreation, and Cultural Resources",,,16500.00,15000.00,15000.00,,,,4
Revolving Fund,PRCR - Recreation,Run For The Oaks Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,20500.00,20000.00,20000.00,,,,3
Revolving Fund,PRCR - Recreation,St Monica Teens,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,19500.00,15000.00,18000.00,,,,4
Revolving Fund,PRCR - Recreation,St Monica Teens,Donations/Contributions,"PRCR = Parks, Recreation, and Cultural Resources",,,1500.00,500.00,500.00,,,,4
Revolving Fund,PRCR - Recreation,St Monica Teens Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,21000.00,15500.00,18500.00,,,,3
Revolving Fund,PRCR - Recreation,Teen Programs,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,150000.00,140000.00,240000.00,275000.00,250000.00,310000.00,4
Revolving Fund,PRCR - Recreation,Teen Programs,Donations/Contributions,"PRCR = Parks, Recreation, and Cultural Resources",,,85000.00,85000.00,6000.00,15000.00,15000.00,28000.00,4
Revolving Fund,PRCR - Recreation,Teen Programs,Fees/Sales,"PRCR = Parks, Recreation, and Cultural Resources",,,1200.00,2500.00,95000.00,130000.00,110000.00,104000.00,4
Revolving Fund,PRCR - Recreation,Teen Programs Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,236200.00,227500.00,341000.00,420000.00,375000.00,442000.00,3
Revolving Fund,PRCR - Recreation,Tennis,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,75000.00,90000.00,30000.00,25000.00,20000.00,25000.00,4
Revolving Fund,PRCR - Recreation,Tennis,Donations/Contributions,"PRCR = Parks, Recreation, and Cultural Resources",,,25000.00,22000.00,40000.00,25000.00,25000.00,25000.00,4
Revolving Fund,PRCR - Recreation,Tennis,Fees/Sales,"PRCR = Parks, Recreation, and Cultural Resources",,,350000.00,355000.00,340000.00,360000.00,368000.00,385500.00,4
Revolving Fund,PRCR - Recreation,Tennis Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,450000.00,467000.00,410000.00,410000.00,413000.00,435500.00,3
Revolving Fund,PRCR - Recreation,Third Party Events,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,10000.00,,,,,,4
Revolving Fund,PRCR - Recreation,Third Party Events,Donations/Contributions,"PRCR = Parks, Recreation, and Cultural Resources",,,5000.00,,,,,,4
Revolving Fund,PRCR - Recreation,Third Party Events Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,15000.00,,,,,,3
Revolving Fund,PRCR - Recreation,Tucker Mansion,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,26000.00,16200.00,17000.00,10000.00,10000.00,8000.00,4
Revolving Fund,PRCR - Recreation,Tucker Mansion,Fees/Sales,"PRCR = Parks, Recreation, and Cultural Resources",,,10000.00,13800.00,14000.00,18000.00,25000.00,20000.00,4
Revolving Fund,PRCR - Recreation,Tucker Mansion Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,36000.00,30000.00,31000.00,28000.00,35000.00,28000.00,3
Revolving Fund,PRCR - Recreation,Vhip,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,25000.00,40220.00,39000.00,50400.00,38000.00,,4
Revolving Fund,PRCR - Recreation,Vhip,Donations/Contributions,"PRCR = Parks, Recreation, and Cultural Resources",,,7500.00,25000.00,20000.00,17000.00,19000.00,,4
Revolving Fund,PRCR - Recreation,Vhip Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,32500.00,65220.00,59000.00,67400.00,57000.00,,3
Revolving Fund,PRCR - Recreation,Youth Programs,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,105000.00,70000.00,50000.00,125000.00,200000.00,160000.00,4
Revolving Fund,PRCR - Recreation,Youth Programs,Donations/Contributions,"PRCR = Parks, Recreation, and Cultural Resources",,,,,131250.00,178000.00,175000.00,13000.00,4
Revolving Fund,PRCR - Recreation,Youth Programs,Fees/Sales,"PRCR = Parks, Recreation, and Cultural Resources",,,50000.00,175000.00,102750.00,140000.00,175000.00,492000.00,4
Revolving Fund,PRCR - Recreation,Youth Programs Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,155000.00,245000.00,284000.00,443000.00,550000.00,665000.00,3
Revolving Fund,PRCR - Recreation Total,,,"PRCR = Parks, Recreation, and Cultural Resources",,,6833360.53,6951566.85,7365915.00,8122131.00,7685355.00,7930296.00,2
Revolving Fund,PRCR - Resources,Arts Commission,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,85535.00,85535.00,85848.00,4
Revolving Fund,PRCR - Resources,Arts Commission Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,85535.00,85535.00,85848.00,3
Revolving Fund,PRCR - Resources,Arts Office Revolving,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,,,3015.00,4
Revolving Fund,PRCR - Resources,Arts Office Revolving Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,,,3015.00,3
Revolving Fund,PRCR - Resources Total,,,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,85535.00,85535.00,88863.00,2
Revolving Fund,PRCR-Arts Office,Arts Commission,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,6000.00,91534.55,85535.00,,,,4
Revolving Fund,PRCR-Arts Office,Arts Commission Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,6000.00,91534.55,85535.00,,,,3
Revolving Fund,PRCR-Arts Office Total,,,"PRCR = Parks, Recreation, and Cultural Resources",,,6000.00,91534.55,85535.00,,,,2
Revolving Fund,PRCR-Urban Trees,Neighborhood Street Trees,Approp From Prior Year,"PRCR = Parks, Recreation, and Cultural Resources",,,,25000.00,20000.00,,,,4
