LEVEL1,LEVEL2,LEVEL3,LEVEL4,TOOLTIP,SOURCE,SOURCE URL,2012,2013,2014,2015,2016,2017,LEVEL
General Fund,Budget & Management Services,Employee Benefits,Dental Insurance Increment,,,,,107.35,,,-429.89,,4
General Fund,Budget & Management Services,Employee Benefits,FICA Temp,,,,,5712.06,3700.22,1840.22,603.32,572.01,4
General Fund,Budget & Management Services,Employee Benefits,Group Life Ad & Di,,,,853.83,890.88,1121.67,1173.46,821.02,909.6,4
General Fund,Budget & Management Services,Employee Benefits,Health Insurance,,,,86014,87546,124500,109296,60549.12,72189.12,4
General Fund,Budget & Management Services,Employee Benefits,Health Insurance Increment,,,,-7778,-14154.03,-9842.46,-2965.24,-4553.3,5342,4
General Fund,Budget & Management Services,Employee Benefits,Medicare,,,,12729.72,14353.12,18071.17,18905.57,13227.68,14654.71,4
General Fund,Budget & Management Services,Employee Benefits,Medicare Temp,,,,,1335.88,865.37,430.37,141.1,133.78,4
General Fund,Budget & Management Services,Employee Benefits,Retirement,,,,65708.8,66717.13,88202.6,92303.86,63857.77,73273.6,4
General Fund,Budget & Management Services,Employee Benefits,Social Security,,,,54430.53,61371.87,77269.89,80837.64,56559.75,62661.55,4
General Fund,Budget & Management Services,Employee Benefits,Supplemental Retirement,,,,28460.72,19797.38,23626.95,34961.23,21679.2,23325.27,4
General Fund,Budget & Management Services,Employee Benefits Total,,,,,236970.72,249045.14,334752.01,344544.15,217622.69,258781.04,3
General Fund,Budget & Management Services,Miscellaneous,Licenses/Dues & Publications,,,,3000,4190,4500,13850,13850,13850,4
General Fund,Budget & Management Services,Miscellaneous,Mileage Reimb,,,,600,100,1000,1000,1000,1000,4
General Fund,Budget & Management Services,Miscellaneous,Postage - Dept Charges,,,,,,,700,700,700,4
General Fund,Budget & Management Services,Miscellaneous,Records Storage Retention Svcs,,,,,1300,1300,1300,1300,,4
General Fund,Budget & Management Services,Miscellaneous,Row Misc - Direct Exp,,,,1000,1000,,,,,4
General Fund,Budget & Management Services,Miscellaneous,Training & Travel & Reg,,,,4400,10500,11500,21500,19000,19000,4
General Fund,Budget & Management Services,Miscellaneous Total,,,,,9000,17090,18300,38350,35850,34550,3
General Fund,Budget & Management Services,Other Expense,To ISF-Prop/Liab Claims,,,,,,1575,,,,4
General Fund,Budget & Management Services,Other Expense,To ISF-Prop/Liab Premium,,,,,,1035.25,,,,4
General Fund,Budget & Management Services,Other Expense,To Isf-Sir Workers Comp,,,,8119,6733,7571,,,,4
General Fund,Budget & Management Services,Other Expense,To ISF-WC Excess Premium,,,,,,527,,,,4
General Fund,Budget & Management Services,Other Expense Total,,,,,8119,6733,10708.25,,,,3
General Fund,Budget & Management Services,Salaries and Wages,Earnings Offset,,,,-5588,,,,,,4
General Fund,Budget & Management Services,Salaries and Wages,Expense Allowance,,,,12971,25530,4681,4681,4681,4176,4
General Fund,Budget & Management Services,Salaries and Wages,Longevity,,,,17595.52,15978.67,13327.35,13011.33,6660.02,5610.11,4
General Fund,Budget & Management Services,Salaries and Wages,Merit Increase,,,,5588.47,23.29,53.11,64.08,,,4
General Fund,Budget & Management Services,Salaries and Wages,Range Increase,,,,40.26,23.29,53.11,64.08,,,4
General Fund,Budget & Management Services,Salaries and Wages,Salaries-Ft,,,,925466.84,973843.4,1232855.1,1290693.44,905593.95,1005059.98,4
General Fund,Budget & Management Services,Salaries and Wages,Salaries-Pt Temp/Seasonal,,,,52500,83400,55000,25000,5050,5050,4
General Fund,Budget & Management Services,Salaries and Wages,Salary Reserve,,,,9069,,,,,,4
General Fund,Budget & Management Services,Salaries and Wages Total,,,,,1017643.09,1098798.65,1305969.67,1333513.93,921984.97,1019896.09,3
General Fund,Budget & Management Services Total,,,,,,1316701.81,1396621.79,1708095.93,1826603.08,1386652.66,1526227.13,2
General Fund,Building & Safety Services,Capital Equipment,Office Furniture & Equip,,,,,,,,,25000,4
General Fund,Building & Safety Services,Capital Equipment Total,,,,,,,,,,25000,3
General Fund,Building & Safety Services,Direct Expenses,Cellular/Wireless Voice Lines,,,,,,,,,27241.8,4
General Fund,Building & Safety Services,Direct Expenses,Computer Lease,,,,,,,,,33303.76,4
General Fund,Building & Safety Services,Direct Expenses,Computer Operations & Access,,,,,,,,,73680,4
General Fund,Building & Safety Services,Direct Expenses,Contractual Svcs-Other,,,,,,,,,41773,4
General Fund,Building & Safety Services,Direct Expenses,Copier Maintenance/Impressions,,,,,,,,,14200,4
General Fund,Building & Safety Services,Direct Expenses,Equipment Usage Charge,,,,,,,,,199316.73,4
General Fund,Building & Safety Services,Direct Expenses,Motor Fuels & Lubricants,,,,,,,,,136354.57,4
General Fund,Building & Safety Services,Direct Expenses,Office Supplies,,,,,,,,,4300,4
General Fund,Building & Safety Services,Direct Expenses,Operational & Maint Supplies,,,,,,,,,15550,4
General Fund,Building & Safety Services,Direct Expenses,Photocopy Maint,,,,,,,,,6000,4
General Fund,Building & Safety Services,Direct Expenses,Print Copy-Rmb,,,,,,,,,1500,4
General Fund,Building & Safety Services,Direct Expenses,Rental-Real Property,,,,,,,,,130640,4
General Fund,Building & Safety Services,Direct Expenses,Service Contracts-Other,,,,,,,,,2425,4
General Fund,Building & Safety Services,Direct Expenses,Small Equipment,,,,,,,,,18050,4
General Fund,Building & Safety Services,Direct Expenses,Uniforms,,,,,,,,,45300,4
General Fund,Building & Safety Services,Direct Expenses,Vehicle Maint & Operation,,,,,,,,,88722.73,4
General Fund,Building & Safety Services,Direct Expenses,Wan Data Line,,,,,,,,,3000,4
General Fund,Building & Safety Services,Direct Expenses,Wireless Data Comm,,,,,,,,,20514.84,4
General Fund,Building & Safety Services,Direct Expenses Total,,,,,,,,,,861872.43,3
General Fund,Building & Safety Services,Employee Benefits,Dental Insurance,,,,,,,,,50527.48,4
General Fund,Building & Safety Services,Employee Benefits,FICA Temp,,,,,,,,,1990.2,4
General Fund,Building & Safety Services,Employee Benefits,Group Life Ad & Di,,,,,,,,,4113.61,4
General Fund,Building & Safety Services,Employee Benefits,Health Insurance,,,,,,,,,589416.48,4
General Fund,Building & Safety Services,Employee Benefits,Health Insurance Increment,,,,,,,,,42551.22,4
General Fund,Building & Safety Services,Employee Benefits,Medicare,,,,,,,,,66275.03,4
General Fund,Building & Safety Services,Employee Benefits,Medicare Temp,,,,,,,,,465.45,4
General Fund,Building & Safety Services,Employee Benefits,Retirement,,,,,,,,,331213.8,4
General Fund,Building & Safety Services,Employee Benefits,Retirement Temp,,,,,,,,,1628,4
General Fund,Building & Safety Services,Employee Benefits,Social Security,,,,,,,,,283383.09,4
General Fund,Building & Safety Services,Employee Benefits,Supplemental Retirement,,,,,,,,,102169.85,4
General Fund,Building & Safety Services,Employee Benefits Total,,,,,,,,,,1473734.21,3
General Fund,Building & Safety Services,Miscellaneous,Licenses/Dues & Publications,,,,,,,,,13000,4
General Fund,Building & Safety Services,Miscellaneous,Mileage Reimb,,,,,,,,,500,4
General Fund,Building & Safety Services,Miscellaneous,Organization Dev & Training,,,,,,,,,20000,4
General Fund,Building & Safety Services,Miscellaneous,Postage - Dept Charges,,,,,,,,,10000,4
General Fund,Building & Safety Services,Miscellaneous,Records Storage Retention Svcs,,,,,,,,,8000,4
General Fund,Building & Safety Services,Miscellaneous,Training & Travel & Reg,,,,,,,,,44840,4
General Fund,Building & Safety Services,Miscellaneous Total,,,,,,,,,,96340,3
General Fund,Building & Safety Services,Other Expense,To ISF-Prop/Liab Claims,,,,,,,,,9820,4
General Fund,Building & Safety Services,Other Expense,To ISF-Prop/Liab Premium,,,,,,,,,8254,4
General Fund,Building & Safety Services,Other Expense,To Isf-Sir Workers Comp,,,,,,,,,82558,4
General Fund,Building & Safety Services,Other Expense,To ISF-WC Excess Premium,,,,,,,,,7219,4
General Fund,Building & Safety Services,Other Expense Total,,,,,,,,,,107851,3
General Fund,Building & Safety Services,Salaries and Wages,Expense Allowance,,,,,,,,,600,4
General Fund,Building & Safety Services,Salaries and Wages,Incentive Pay,,,,,,,,,2000,4
General Fund,Building & Safety Services,Salaries and Wages,Longevity,,,,,,,,,59058.26,4
General Fund,Building & Safety Services,Salaries and Wages,Salaries-Ft,,,,,,,,,4512516.2,4
General Fund,Building & Safety Services,Salaries and Wages,Salaries-Ot For Ft Staff,,,,,,,,,57000,4
General Fund,Building & Safety Services,Salaries and Wages,Salaries-Pt Temp/Seasonal,,,,,,,,,10100,4
General Fund,Building & Safety Services,Salaries and Wages Total,,,,,,,,,,4641274.46,3
General Fund,Building & Safety Services Total,,,,,,,,,,,7206072.1,2
General Fund,City Attorney,Capital Equipment,Office Furniture & Equip,,,,2000,2000,2000,2000,2000,14745,4
General Fund,City Attorney,Capital Equipment Total,,,,,2000,2000,2000,2000,2000,14745,3
General Fund,City Attorney,Capital Project Expense,Const Renovation,,,,,,,,25000,,4
General Fund,City Attorney,Capital Project Expense Total,,,,,,,,,25000,,3
General Fund,City Attorney,Direct Expenses,Cable Tv Services,,,,100,200,200,200,200,200,4
General Fund,City Attorney,Direct Expenses,Computer Lease,,,,14000,11492.78,8094.01,9000,9450,11000,4
General Fund,City Attorney,Direct Expenses,Computer Operations & Access,,,,1940,2000,2000,2000,2000,2000,4
General Fund,City Attorney,Direct Expenses,Copier Maintenance/Impressions,,,,,5000,5000,4410,5410,6410,4
General Fund,City Attorney,Direct Expenses,Legal Services,,,,45000,45000,45000,30000,30000,30000,4
General Fund,City Attorney,Direct Expenses,Office Supplies,,,,9000,9000,9000,9000,9000,11000,4
General Fund,City Attorney,Direct Expenses,Operational & Maint Supplies,,,,11329,500,500,500,500,500,4
General Fund,City Attorney,Direct Expenses,Photocopy Maint,,,,6000,2870.4,7761.24,3650,3650,4650,4
General Fund,City Attorney,Direct Expenses,Print Copy-Rmb,,,,5831,5831,5831,5831,4831,4831,4
General Fund,City Attorney,Direct Expenses,Professional Svcs-Other,,,,60000,60000,60000,135000,163000,197000,4
General Fund,City Attorney,Direct Expenses,Repairs-Office Equip,,,,1500,1500,1500,1500,1500,3000,4
General Fund,City Attorney,Direct Expenses,Telephone/Comm (Hard Lines),,,,600,600,600,600,1000,1000,4
General Fund,City Attorney,Direct Expenses,Wireless Data Comm,,,,8252,6584,2712,2986.36,2986.36,2986.36,4
General Fund,City Attorney,Direct Expenses Total,,,,,163552,150578.18,148198.25,204677.36,233527.36,274577.36,3
General Fund,City Attorney,Employee Benefits,457 Plan Offset,,,,-14990,,,,,,4
General Fund,City Attorney,Employee Benefits,Dental Insurance,,,,7861,10219.48,10355.72,10743.52,14896.04,14446.76,4
General Fund,City Attorney,Employee Benefits,Dental Insurance Increment,,,,,204.39,,,-1196.5,,4
General Fund,City Attorney,Employee Benefits,FICA Temp,,,,1066.4,1066.4,7886.4,6026.4,6082.2,6082.2,4
General Fund,City Attorney,Employee Benefits,Group Life Ad & Di,,,,1569.02,1652.39,1743.2,1787.09,1937.19,2021.68,4
General Fund,City Attorney,Employee Benefits,Health Insurance,,,,141833,175666,175284,149736,183933.12,176625.12,4
General Fund,City Attorney,Employee Benefits,Health Insurance Increment,,,,-12826,-28400.28,-23221.86,-8909.29,-13290.33,13070.26,4
General Fund,City Attorney,Employee Benefits,Medicare,,,,25278.26,26621.61,28084.85,28791.64,31209.79,32571.4,4
General Fund,City Attorney,Employee Benefits,Medicare Temp,,,,249.4,249.4,1844.4,1409.4,1422.45,1422.45,4
General Fund,City Attorney,Employee Benefits,Retirement,,,,120635.39,124657.84,138334.47,140383.94,150738.85,162856.96,4
General Fund,City Attorney,Employee Benefits,Social Security,,,,107601.28,113345,119266.04,122016.98,132371.25,137276.94,4
General Fund,City Attorney,Employee Benefits,Supplemental Retirement,,,,77516.25,64228.25,67546.22,83767.43,77139.27,76962.48,4
General Fund,City Attorney,Employee Benefits Total,,,,,455794,489510.48,527123.44,535753.11,585243.33,623336.25,3
General Fund,City Attorney,Miscellaneous,Advertising,,,,,,,,,2000,4
General Fund,City Attorney,Miscellaneous,Licenses/Dues & Publications,,,,65000,67000,67000,67000,67000,76500,4
General Fund,City Attorney,Miscellaneous,Mileage Reimb,,,,500,600,600,600,600,600,4
General Fund,City Attorney,Miscellaneous,Postage,,,,300,400,400,1000,1000,2000,4
General Fund,City Attorney,Miscellaneous,Postage - Dept Charges,,,,,,,1000,1000,1000,4
General Fund,City Attorney,Miscellaneous,Records Storage Retention Svcs,,,,,6751.13,6751,15000,21040.89,21040.89,4
General Fund,City Attorney,Miscellaneous,Training & Travel & Reg,,,,20000,25000,25000,25000,25000,30000,4
General Fund,City Attorney,Miscellaneous Total,,,,,85800,99751.13,99751,109600,115640.89,133140.89,3
General Fund,City Attorney,Other Expense,To ISF-Prop/Liab Claims,,,,,,2940,,,,4
General Fund,City Attorney,Other Expense,To ISF-Prop/Liab Premium,,,,,,1622,,,,4
General Fund,City Attorney,Other Expense,To Isf-Sir Workers Comp,,,,13900,11614,13159,,,,4
General Fund,City Attorney,Other Expense,To ISF-WC Excess Premium,,,,,,916,,,,4
General Fund,City Attorney,Other Expense Total,,,,,13900,11614,18637,,,,3
General Fund,City Attorney,Salaries and Wages,Earnings Offset,,,,-7396,,,2216,,,4
General Fund,City Attorney,Salaries and Wages,Expense Allowance,,,,7200,7200,7200,7200,7200,7200,4
General Fund,City Attorney,Salaries and Wages,Longevity,,,,32498.94,33816.79,26875.27,27764.49,32528.36,34556.41,4
General Fund,City Attorney,Salaries and Wages,Merit Increase,,,,7396.13,71.25,121.77,147.22,,,4
General Fund,City Attorney,Salaries and Wages,Range Increase,,,,76.66,71.25,121.77,147.22,,,4
General Fund,City Attorney,Salaries and Wages,Salaries-Ft,,,,1703356.45,1802013.89,1909767.18,1957569.63,2119869.08,2211746.35,4
General Fund,City Attorney,Salaries and Wages,Salaries-Pt Temp/Seasonal,,,,10000,10000,90000,90000,90900,90900,4
General Fund,City Attorney,Salaries and Wages,Salary Reserve,,,,,,,50000,50000,50000,4
General Fund,City Attorney,Salaries and Wages Total,,,,,1753132.18,1853173.18,2034085.99,2135044.56,2300497.44,2394402.76,3
General Fund,City Attorney Total,,,,,,2474178.18,2606626.97,2829795.68,2987075.03,3261909.02,3440202.26,2
General Fund,City Clerk,Capital Equipment,Office Furniture & Equip,,,,2000,2000,2000,2000,2000,2000,4
General Fund,City Clerk,Capital Equipment Total,,,,,2000,2000,2000,2000,2000,2000,3
General Fund,City Clerk,Direct Expenses,City Code Contract,,,,25000,25000,25000,15000,15000,20000,4
General Fund,City Clerk,Direct Expenses,Computer Lease,,,,3400,3400,3400,2806,2986,3200,4
General Fund,City Clerk,Direct Expenses,Computer Operations & Access,,,,4500,4500,4500,4500,4500,8600,4
General Fund,City Clerk,Direct Expenses,Contractual Svcs-Other,,,,26595,26595,26600,20000,20000,20000,4
General Fund,City Clerk,Direct Expenses,Copier Maintenance/Impressions,,,,,4025,5067,5067,5067,5067,4
General Fund,City Clerk,Direct Expenses,Office Supplies,,,,4200,4200,4200,4200,4200,4200,4
General Fund,City Clerk,Direct Expenses,Photocopy Maint,,,,16755,2750,2980,2980,2980,2980,4
General Fund,City Clerk,Direct Expenses,Print Copy-Rmb,,,,18045,18045,18100,12000,12000,15000,4
General Fund,City Clerk,Direct Expenses,Repairs-Office Equip,,,,270,270,275,275,275,275,4
General Fund,City Clerk,Direct Expenses Total,,,,,98765,88785,90122,66828,67008,79322,3
General Fund,City Clerk,Employee Benefits,457 Plan Offset,,,,-2743,,,,,,4
General Fund,City Clerk,Employee Benefits,Dental Insurance,,,,1979.12,1839.56,1785.4,1903.16,2187.32,2740.72,4
General Fund,City Clerk,Employee Benefits,Dental Insurance Increment,,,,,36.79,,,-181.99,,4
General Fund,City Clerk,Employee Benefits,FICA Temp,,,,771.4,771.4,775.87,775.87,775.87,775.87,4
General Fund,City Clerk,Employee Benefits,Group Life Ad & Di,,,,284.28,277.89,288.12,287.44,295.51,337.49,4
General Fund,City Clerk,Employee Benefits,Health Insurance,,,,37310,30112,29700,28392,30600,37848,4
General Fund,City Clerk,Employee Benefits,Health Insurance Increment,,,,-3374,-4868.62,-4125.33,-1689.32,-2301.12,2800.76,4
General Fund,City Clerk,Employee Benefits,Medicare,,,,4579.84,4477.04,4642.03,4630.81,4761.05,5437.28,4
